"","date","lowMTUM","lowQUAL","lowVLUE","lowSIZE","lowUSMV","lowSPY"
"1",2013-07-22,54.34,49.95,54.78,52.89,33.83,169.01
"2",2013-07-29,54.413,50.05,54.51,53.75,33.77,168.11
"3",2013-08-05,54.98,50.7,55.31,54.48,33.9201,170.35
"4",2013-08-09,54.38,50.309,54.85,54.1699,33.74,168.72
"5",2013-08-15,52.95,49.42,54.01,52.96,33.0801,166.09
"6",2013-08-19,52.6,49.26,53.58,52.53,32.76,164.76
"7",2013-08-26,52.9683,49.89,54,53.07,32.969,165.89
"8",2013-09-06,52.99,49.56,53.9,52.82,32.58,164.48
"9",2013-09-10,53.4922,50.56,54.5801,53.2853,33.11,168.26
"10",2013-09-19,55.2847,52,55.83,54.94,34.164,172.585
"11",2013-09-30,53.86,50.33,54.15,53.49,33.07,167.15
"12",2013-10-02,53.96,50.89,54.23,53.62,33.13,167.83
"13",2013-10-03,53.69,50.45,54.04,53.1156,32.95,166.84
"14",2013-10-08,53.03,49.8,53.5,53.37,32.78,165.36
"15",2013-10-09,52.83,49.5,53.4,52.85,32.71,164.53
"16",2013-10-11,54.356,50.83,54.82,54.03,33.31,168.77
"17",2013-10-16,54.86,51.4,55.56,54.565,33.53,170.635
"18",2013-10-21,56.09,52.4,56.2979,55.33,34.24,174.01
"19",2013-10-28,57,53.069,56.7,55.92,34.81,175.7
"20",2013-10-29,57.24,53.24,56.92,56.06,34.94,176.38
"21",2013-11-01,56.81,53.02,56.5,55.94,34.749,175.22
"22",2013-11-04,56.8934,53.31,56.88,56.11,34.8417,175.9825
"23",2013-11-11,56.6356,53.61,57.25,55.996,34.9,176.91
"24",2013-11-21,57.62,54.5818,57.99,56.25,35.14,178.86
"25",2013-11-25,58.35,55,58.3399,56.649,35.33,180.37
"26",2013-12-03,57.83,54.87,57.87,56.18,34.919,179.17
"27",2013-12-06,58.15,55.05,58.1999,56.57,35.0349,180.15
"28",2013-12-09,58.55,55.35,58.639,56.7801,35.17,181.16
"29",2013-12-12,57.75,54.42,57.49,55.7377,34.5,177.76
"30",2013-12-13,57.88,54.2499,57.58,55.76,34.49,177.77
"31",2013-12-16,58.21,54.65,57.91,56.1407,34.5801,178.9
"32",2013-12-18,57.75,54.3,57.68,56,34.37,177.32
"33",2013-12-23,59.65,55.74,58.89,56.92,35.0201,182.065
"34",2013-12-26,59.8758,55.96,59.31,57.171,35.19,183.32
"35",2013-12-27,59.829,56.24,59.38,56.86,35.3,183.66
"36",2013-12-31,59.7516,56.33,59.51,57.52,35.39,183.93
"37",2014-01-03,59.5,55.9,59.139,57.2099,35.112,182.63
"38",2014-01-07,59.64,56.02,59.39,56.72,35.11,182.95
"39",2014-01-09,60.2194,55.92,59.29,56.8,35.18,182.795
"40",2014-01-13,59.391,55.4,59.11,57.51,35.05,181.34
"41",2014-01-14,59.6,55.67,59.03,57.13,35.11,181.95
"42",2014-01-16,60.31,56.2401,59.38,57.47,35.32,183.83
"43",2014-01-17,60.11,56.21,59.26,57.41,35.3,183.32
"44",2014-01-22,60.6,56.22,59.27,57.71,35.3106,183.91
"45",2014-01-24,58.6699,54.81,57.63,56.2899,34.5401,178.83
"46",2014-01-27,57.8301,56.57,57.34,56.13,34.33,177.12
"47",2014-01-30,58.72,54.1335,57.55,56.4,34.42,178.26
"48",2014-02-04,57.16,52.99,56.15,55.08,33.72,174.1055
"49",2014-02-07,58.6,53.963,57.13,56.26,34.2412,177.73
"50",2014-02-10,59.42,54.4826,57.57,56.543,34.48,179.21
"51",2014-02-13,59.96,55.22,58.3,57.3,34.81,180.83
"52",2014-02-19,61.13,55.8357,59.02,58.19,35.38,182.87
"53",2014-02-21,61.65,56.15,59.092,58.4455,35.5817,183.8
"54",2014-03-03,61.7,55.94,59,58.6476,35.53,183.75
"55",2014-03-04,62.8692,56.98,59.9501,59.35,35.98,186.75
"56",2014-03-05,63.3,57,60.14,59.23,36.04,187.45
"57",2014-03-07,62.86,56.8304,60.33,59.1499,35.974,187.43
"58",2014-03-11,62.6,56.79,60,59.1099,36.0201,186.8
"59",2014-03-18,62.38,56.7,60.09,59.3,36.1364,186.51
"60",2014-03-21,61.5571,56.34,60.37,59.4636,35.93,186.03
"61",2014-03-24,60.25,55.91,60.1462,58.95,35.677,184.62
"62",2014-03-27,59.22,55.3901,59.66,58.259,35.48,183.9
"63",2014-03-28,59.64,55.7,60.12,58.8292,35.62,185
"64",2014-03-31,60.1895,56.15,60.54,59.23,35.879,185.5216
"65",2014-04-07,58.29,55.17,59.9496,58.8199,35.62,183.96
"66",2014-04-09,59.2528,55.66,60.12,58.76,35.77,185.06
"67",2014-04-10,58.272,55.03,59.52,58.544,35.45,182.93
"68",2014-04-11,57.5,54.44,58.9946,57.99,35.25,181.31
"69",2014-04-15,57.16,54.5,59.04,57.9401,35.36,181.51
"70",2014-04-16,58.8,55.67,59.9799,58.8,35.86,184.65
"71",2014-04-17,59.264,55.8,60.171,59.019,36.02,185.56
"72",2014-04-21,59.3801,55.98,60.61,59.14,36.0701,186.21
"73",2014-04-22,60.22,56.36,60.7599,59.4,36.21,187.13
"74",2014-04-25,58.871,55.9,60.4399,59.12,36,185.87
"75",2014-04-28,58,55.78,60.6175,58.81,35.99,184.96
"76",2014-04-30,59.3399,56.37,60.82,59.439,36.35,187.18
"77",2014-05-01,59.88,56.67,61,59.54,36.37,187.73
"78",2014-05-06,59.44,56.48,60.632,59.39,36.25,186.74
"79",2014-05-09,59.12,56.45,60.6,59.52,36.33,186.83
"80",2014-05-12,60.08,57.012,61.34,59.93,36.609,187.9992
"81",2014-05-13,60.68,57.34,61.56,60.072,36.68,189.77
"82",2014-05-14,60.27,57.08,61.35,60.02,36.605,188.79
"83",2014-05-15,59.19,56.32,60.598,59.3,36.2563,186.48
"84",2014-05-20,59.64,56.47,60.58,59.28,36.2179,187.07
"85",2014-05-21,60.2,56.79,61.08,59.54,36.24,188.06
"86",2014-05-22,60.8101,57.02,61.3599,59.8,36.41,188.86
"87",2014-05-23,61.0099,57.3,61.4899,59.96,36.572,189.5858
"88",2014-05-27,61.69,57.56,61.7599,60.33,36.6678,190.95
"89",2014-05-28,61.86,57.624,61.816,60.321,36.615,191.06
"90",2014-05-29,61.95,57.71,61.93,60.48,36.65,191.33
"91",2014-06-02,62.106,57.88,62.26,60.67,36.85,191.97
"92",2014-06-04,61.97,57.72,62.25,60.89,36.81,192.265
"93",2014-06-06,62.78,58.611,63.14,61.6799,37.2,194.78
"94",2014-06-09,62.6583,58.702,63.2501,61.67,37.1707,195.17
"95",2014-06-10,62.44,58.54,63.264,61.506,37.09,194.92
"96",2014-06-18,62.5134,57.9587,63.012,61.55,36.94,194.4
"97",2014-06-20,63.2,58.48,63.76,62.14,37.3969,195.7
"98",2014-06-25,62.77,57.95,63.0301,61.589,37.03,194.25
"99",2014-06-26,62.97,57.89,62.878,61.44,36.9799,194.13
"100",2014-06-27,63.13,58.09,62.89,61.84,37.0761,194.885
"101",2014-07-01,63.53,58.4,63.33,62.2201,37.28,196.13
"102",2014-07-03,63.83,59,63.91,62.27,37.35,197.64
"103",2014-07-07,63.4225,58.99,63.68,61.96,37.345,197.22
"104",2014-07-08,62.64,58.43,63.42,61.6401,37.28,195.76
"105",2014-07-09,63.08,58.71,63.49,61.9,37.36,196.31
"106",2014-07-10,62.66,58.2101,63.251,61.65,37.17,195.06
"107",2014-07-16,63.2499,58.75,63.97,62.03,37.45,197.42
"108",2014-07-17,62.53,58.1,63.65,61.56,37.2745,195.43
"109",2014-07-21,63.25,58.47,63.55,61.78,37.33,196.43
"110",2014-07-22,63.72,58.965,64.1,61.9332,37.48,197.87
"111",2014-07-24,64.37,59.1116,64.28,62.04,37.55,198.45
"112",2014-07-28,63.87,58.71,63.64,61.49,37.3292,196.62
"113",2014-07-29,63.88,58.82,64.02,61.7799,37.4,196.92
"114",2014-07-30,63.8,58.75,63.567,61.33,37.21,196.16
"115",2014-07-31,62.6001,57.72,62.79,60.49,36.67,192.97
"116",2014-08-05,61.98,57,61.8501,59.94,36.418,191.31
"117",2014-08-06,61.8901,57.1801,61.65,60.05,36.41,191.08
"118",2014-08-07,61.73,57.13,61.682,59.8,36.36,190.55
"119",2014-08-08,61.78,57.23,62.22,59.99,36.46,190.95
"120",2014-08-11,62.6504,58.03,62.53,60.74,37.01,193.71
"121",2014-08-12,62.5,57.7571,62.41,60.61,36.93,192.94
"122",2014-08-13,62.86,58.1,62.6243,60.87,37.04,193.96
"123",2014-08-14,63.4,58.4393,62.79,61.23,37.2,194.98
"124",2014-08-15,63.33,58.43,62.74,61.61,37.19,194.31
"125",2014-08-18,63.94,59.03,63.38,61.75,37.56,196.69
"126",2014-08-19,64.23,59.48,63.7,62.16,37.7,197.4426
"127",2014-08-20,64.38,59.68,63.68,61.82,37.76,198.08
"128",2014-08-21,64.12,60.03,64.12,62.5148,37.9006,198.93
"129",2014-08-22,64.77,60.01,64.18,62.37,37.85,198.74
"130",2014-08-25,65.1798,60.2,64.52,62.62,37.9899,199.1502
"131",2014-08-26,65.2595,60.25,64.6599,62.6599,38,200.28
"132",2014-08-29,65.229,60.031,64.609,62.65,37.9801,199.82
"133",2014-09-02,65.429,60.12,64.53,62.81,37.995,199.86
"134",2014-09-04,65.5299,59.94,64.5599,62.81,38.05,199.66
"135",2014-09-05,65.34,59.8401,64.45,62.71,38.09,199.41
"136",2014-09-09,65.424,59.7901,64.3575,62.64,37.988,198.91
"137",2014-09-12,65.1499,59.67,63.9601,62.257,37.7,198.56
"138",2014-09-15,64.72,59.54,63.92,62.09,37.7612,198.38
"139",2014-09-16,65.084,59.48,64.1,62.14,37.81,198.5
"140",2014-09-18,65.9305,60.3425,64.85,62.6,38.1282,201.1
"141",2014-09-22,65.129,59.97,64.4,62.2501,38.02,198.73
"142",2014-09-23,65,59.8,64.04,61.7919,37.84,197.95
"143",2014-09-24,65.04,59.6,64.091,61.49,37.684,197.52
"144",2014-09-25,64.66,59.22,63.35,61.329,37.506,196.27
"145",2014-09-30,64.87,59.454,63.39,61.39,37.6407,196.61
"146",2014-10-01,63.7,58.57,62.45,60.68,37.31,193.91
"147",2014-10-02,63.0601,58.22,62,60.82,37.19,192.35
"148",2014-10-03,64.26,58.93,62.95,61.299,37.56,195.08
"149",2014-10-06,64.46,59.15,62.97,61.34,37.7,195.582
"150",2014-10-07,63.52,58.41,62.317,61.16,37.4,193.22
"151",2014-10-08,63.17,58.158,61.8449,61.3,37.39,192.36
"152",2014-10-09,63.25,58.286,61.92,60.72,37.42,192.58
"153",2014-10-10,62.329,57.54,61.09,59.902,37.25,190.49
"154",2014-10-14,60.3,56.57,60.26,59.29,36.9,187.04
"155",2014-10-15,58.69,55.268,58.32,57.97,36.08,181.92
"156",2014-10-16,59.24,55.14,59.16,58.41,36.7699,182.89
"157",2014-10-20,61.53,56.73,60.69,59.942,36.98,188.07
"158",2014-10-22,63.27,58.11,61.98,61.09,37.818,192.61
"159",2014-10-23,64.09,58.63,62.46,61.65,38.06,194.26
"160",2014-10-24,64.39,58.92,62.56,62.12,38.1,194.49
"161",2014-10-28,65.028,59.6342,63.0201,62.35,38.4732,196.73
"162",2014-10-30,65,59.86,63.39,62.71,39.69,197.4
"163",2014-10-31,66.175,60.9766,64.37,63.5,39.17,200.77
"164",2014-11-03,66.378,61.06,64.52,63.72,39.2099,201.305
"165",2014-11-04,66.034,60.6901,64,63.6,39.23,200.06
"166",2014-11-05,66.43,60.931,64.3701,63.8101,39.4171,201.45
"167",2014-11-10,66.7001,61.37,65.3175,64.46,39.59,203.13
"168",2014-11-12,66.8,61.52,65.19,64.34,39.69,203.31
"169",2014-11-17,66.72,61.61,65.27,64.17,39.74,203.65
"170",2014-11-19,67.299,61.58,65.5,64.68,39.93,204.3
"171",2014-11-25,68.12,62.44,66.38,65.41,40.193,206.8
"172",2014-11-26,68.362,62.41,66.3,65.38,40.26,207.03
"173",2014-11-28,68.83,62.52,66,65.621,40.48,206.91
"174",2014-12-01,68.31,62.24,65.52,65.24,40.47,205.38
"175",2014-12-02,68.46,62.34,66.02,65.29,40.51,205.782
"176",2014-12-03,68.73,62.6,66.3877,65.551,40.64,207.1
"177",2014-12-08,68.738,62.326,65.844,65.45,40.5001,205.93
"178",2014-12-10,67.85,61.46,64.65,64.6,40.023,202.93
"179",2014-12-11,68.08,61.14,65.14,65.22,40.14,203.71
"180",2014-12-12,67.49,61,64.6199,64.046,39.74,200.85
"181",2014-12-15,66.73,60.4406,63.27,63.43,39.39,198.78
"182",2014-12-18,68.22,61.84,64.978,65.078,40.31,203.92
"183",2014-12-19,69.13,62.57,66.0284,65.84,40.7537,205.6109
"184",2014-12-23,68.659,62.87,66.9971,66.659,41.11,207.3991
"185",2014-12-26,68.951,62.91,66.73,66.51,41.065,208.25
"186",2014-12-29,68.9319,62.9564,66.82,66.6,41.03,208.14
"187",2014-12-30,68.5,62.64,66.5596,66.3,40.9,207.51
"188",2014-12-31,67.97,62.24,65.95,65.53,40.47,205.39
"189",2015-01-02,67.53,61.76,65.3901,65.2925,40.3,204.18
"190",2015-01-06,66.201,60.3999,63.74,64.27,39.86,198.855
"191",2015-01-07,67.1,60.87,64.5275,64.32,40.16,200.88
"192",2015-01-08,68.18,62.05,65.47,65.54,40.7716,203.99
"193",2015-01-09,68.376,61.89,65.2305,65.25,40.7499,203.51
"194",2015-01-12,68.0601,61.39,64.39,64.75,40.6155,201.92
"195",2015-01-13,67.58,61.05,63.91,64.81,40.425,200.51
"196",2015-01-14,67.34,60.65,63.09,63.93,40.2,198.57
"197",2015-01-15,67.17,60.5799,63.29,64.2,40.39,198.88
"198",2015-01-16,67.15,60.39,63.23,64.12,40.36,198.55
"199",2015-01-20,67.7357,60.98,63.67,64.8,40.64,200.17
"200",2015-01-21,68.3448,61.47,64.25,64.91,40.74,200.94
"201",2015-01-22,68.584,61.606,64.58,65.071,40.96,202.33
"202",2015-01-23,69.7,62.65,65.09,65.99,41.41,204.81
"203",2015-01-26,69.422,62.375,64.74,65.63,41.17,203.85
"204",2015-01-27,68.446,61.44,64.43,65.39,41.01,201.74
"205",2015-01-28,68.2,61.13,63.4,65.72,40.7,199.91
"206",2015-01-29,67.7668,60.69,63.079,64.75,40.42,198.68
"207",2015-01-30,67.5,61.12,63.29,64.4924,40.25,199.13
"208",2015-02-02,66.9,60.58,63.1099,64.36,39.91,197.86
"209",2015-02-03,67.91,61.87,64.4,65.61,40.65,202.55
"210",2015-02-04,68.39,62.09,65.08,65.78,40.89,203.51
"211",2015-02-05,68.95,62.53,65.42,66.21,41.14,204.77
"212",2015-02-06,68.64,62.4499,65.99,66.1612,40.9049,204.92
"213",2015-02-10,68.54,62.4701,65.49,66.0199,40.87,204.6801
"214",2015-02-11,69.17,62.76,65.8,66.28,41.02,205.83
"215",2015-02-12,69.6,63.19,66.579,66.63,41.2799,206.9727
"216",2015-02-13,69.83,63.6299,66.9048,66.8416,41.286,208.76
"217",2015-02-17,70.1,63.726,67.06,66.91,41.34,209.1
"218",2015-02-18,70.15,63.8201,66.82,66.86,41.36,209.3401
"219",2015-02-20,70.52,64.01,66.41,67.04,41.3251,208.73
"220",2015-02-23,71.36,64.4601,67.15,67.4258,41.641,210.48
"221",2015-02-24,71.38,64.66,67.42,67.49,41.63,210.76
"222",2015-02-25,71.32,64.76,67.19,67.59,41.72,211.22
"223",2015-03-02,71.43,64.95,67.1,67.32,41.71,210.72
"224",2015-03-03,70.874,64.67,66.78,67.2799,41.55,210.08
"225",2015-03-04,70.64,64.41,66.6774,66.88,41.39,209.06
"226",2015-03-05,71.02,64.67,66.759,67.1,41.58,209.85
"227",2015-03-06,70.15,63.86,65.75,66.1606,40.89,207.1
"228",2015-03-09,70.2,63.97,66.17,66.43,40.88,207.5459
"229",2015-03-10,69.49,63.22,65.06,65.626,40.59,204.93
"230",2015-03-11,69.3399,62.8635,65.078,65.56,40.48,204.4
"231",2015-03-12,69.4016,63.01,65.25,66.214,40.56,205.2
"232",2015-03-13,69.48,62.84,65.1,65.75,40.59,204.58
"233",2015-03-16,70.03,63.45,65.89,66.636,40.96,205.8641
"234",2015-03-17,70.5487,63.58,65.85,66.6,41.091,206.98
"235",2015-03-18,70.3475,63.3,65.74,66.42,40.9415,206.62
"236",2015-03-19,71.5514,64.3501,66.34,67.1745,41.5,209.03
"237",2015-03-20,72.01,64.89,67.01,67.63,41.65,209.4903
"238",2015-03-23,71.97,65.07,67.01,67.87,41.9301,210
"239",2015-03-24,71.61,64.71,66.62,67.43,41.74,208.74
"240",2015-03-25,69.91,63.5,65.566,66.22,41.03,205.71
"241",2015-03-26,69.27,63.14,65.18,65.76,40.77,204.12
"242",2015-03-27,69.97,63.4,65.09,66.12,40.81,204.9
"243",2015-03-30,70.92,63.98,65.86,66.65,41.286,206.96
"244",2015-04-01,69.25,62.882,65.29,66.25,40.91,204.51
"245",2015-04-02,69.804,63.11,65.628,66.26,41.11,205.4
"246",2015-04-06,69.5,62.91,65.32,67.2301,41.11,205.21
"247",2015-04-07,70.22,63.8199,65.97,67.26,41.3099,207.24
"248",2015-04-08,70.29,63.67,65.97,67.0601,41.25,207.08
"249",2015-04-09,70.2941,63.8227,66.17,66.93,41.225,207.19
"250",2015-04-10,70.69,64.19,66.34,67.4485,41.48,208.96
"251",2015-04-13,70.73,64.1534,66.6018,67.191,41.43,209.03
"252",2015-04-14,70.3045,63.78,66.46,67.22,41.29,208.1
"253",2015-04-16,70.7236,64.16,66.951,67.34,41.37,209.7928
"254",2015-04-17,69.77,63.25,66.1515,66.49,40.95,207.01
"255",2015-04-20,70.455,63.76,66.8016,67.17,41.2405,208.96
"256",2015-04-22,70.7,64.1443,66.47,67.03,41.35,208.9
"257",2015-04-23,70.9759,64.47,67.03,67.6299,41.49,210.01
"258",2015-04-24,71.37,64.91,67.07,67.32,41.652,211.11
"259",2015-04-27,70.872,64.8,67.098,67.28,41.47,210.54
"260",2015-04-28,70.3101,64.36,67.16,67.01,41.29,209.3301
"261",2015-04-29,70.1176,64.3046,67,66.62,41.219,209.6
"262",2015-04-30,69.24,63.54,66.45,66.1,40.8546,207.62
"263",2015-05-01,69.93,64.16,66.88,66.7414,41.02,209.28
"264",2015-05-04,70.75,64.77,67.25,67.24,41.39,211.1
"265",2015-05-05,69.731,64.01,66.67,66.17,40.961,208.73
"266",2015-05-06,69.071,63.421,66,65.854,40.681,206.76
"267",2015-05-07,69.5501,63.6,66.27,66.1378,40.86,207.52
"268",2015-05-08,70.71,64.72,67.32,67.12,41.45,210.78
"269",2015-05-12,70.0199,64.14,66.9399,66.76,41.01,208.62
"270",2015-05-13,70.47,64.56,66.79,66.69,41.1844,209.74
"271",2015-05-15,71.47,65.23,67.3882,67.2601,41.7399,211.86
"272",2015-05-18,71.71,65.3,67.45,67.6494,41.8,212.16
"273",2015-05-20,71.8,65.5101,67.836,67.72,41.93,212.504
"274",2015-05-21,71.91,65.4724,67.61,67.7006,41.874,212.51
"275",2015-05-22,72,65.53,67.7201,67.72,41.79,212.91
"276",2015-05-26,71.1699,64.586,66.9499,66.94,41.35,210.2
"277",2015-05-27,71.55,64.77,67.3134,67.2644,41.45,210.7612
"278",2015-05-28,71.8401,65.058,67.5499,67.23,41.5635,211.63
"279",2015-05-29,71.55,64.6675,67.08,67.299,41.42,210.82
"280",2015-06-03,71.69,64.82,67.33,67.2101,41.281,211.3301
"281",2015-06-05,70.8201,63.94,66.709,66.5869,40.81,208.98
"282",2015-06-08,70.54,63.79,66.5919,66.43,40.7,208.39
"283",2015-06-09,70.01,63.5897,66.4277,66.12,40.59,207.69
"284",2015-06-10,70.803,64.1,66.98,66.832,40.77,209.2987
"285",2015-06-11,71.66,64.756,67.326,67.03,41,211.2
"286",2015-06-12,71.24,64.32,66.85,66.7,40.89,209.68
"287",2015-06-15,70.75,63.73,66.33,66.24,40.58,207.79
"288",2015-06-16,71.34,63.92,66.8224,66.5744,40.695,208.72
"289",2015-06-18,72.12,64.86,67.71,67.54,41.2,210.6315
"290",2015-06-19,72.71,65.0501,67.444,67.36,41.4,210.36
"291",2015-06-22,73.0902,65.3224,67.6601,67.56,41.51,211.64
"292",2015-06-24,72.3501,64.6099,66.983,66.76,40.98,210.47
"293",2015-06-29,71.11,62.8921,65.5,65.3,40.26,205.33
"294",2015-06-30,71.252,62.99,65.25,65.443,40.2622,205.28
"295",2015-07-01,71.816,63.31,65.75,65.84,40.52,206.56
"296",2015-07-07,70.93,62.7393,64.8,65.84,40.63,204.11
"297",2015-07-08,71.15,62.7828,64.66,65.32,40.76,204.25
"298",2015-07-10,72.09,63.47,65.59,66.11,41.101,204.9517
"299",2015-07-14,73.42,64.5,66.6181,66.48,41.475,209.65
"300",2015-07-15,73.466,64.6501,66.36,66.77,41.51,210.04
"301",2015-07-20,74.1,65.67,66.76,66.67,41.66,212.21
"302",2015-07-21,73.6001,65.49,66.4279,66.84,41.53,211.39
"303",2015-07-27,72.8,63.54,64.74,65.27,41.04,206.26
"304",2015-07-28,72.89,63.71,65.63,65.5801,41.1732,206.8
"305",2015-07-31,74.07,64.92,65.91,66.85,41.8811,210.16
"306",2015-08-03,73.69,64.48,65.73,66.69,41.76,208.65
"307",2015-08-05,73.7,65.19,65.6238,66.85,42.14,209.73
"308",2015-08-06,72.6353,64.36,65.18,66.186,41.84,207.65
"309",2015-08-10,73.09,64.68,65.81,67.15,42.09,209.28
"310",2015-08-11,72.5,64.32,65.27,66.69,41.98,207.76
"311",2015-08-12,71.41,63.6501,64.9,66.0252,41.72,205.36
"312",2015-08-13,72.68,64.49,65.31,66.702,42.1073,208.01
"313",2015-08-14,72.65,64.4915,65.52,66.975,42.187,208.26
"314",2015-08-17,72.7,64.435,65.44,67.0709,42.223,208.16
"315",2015-08-18,73.614,65.09,65.74,67.3,42.54,209.699
"316",2015-08-19,72.9272,64.5,65.14,66.98,42.245,207.35
"317",2015-08-20,71.578,63.52,63.94,65.9,41.84,203.9
"318",2015-08-21,69.2,61.18,62.1251,64.1985,40.78,197.52
"319",2015-08-24,55,41.1,51.72,60.61,26.41,182.4
"320",2015-08-25,66.247,58.25,59.97,61.8501,38.56,186.92
"321",2015-08-26,66.79,58.9599,59.08,61.01,38.705,188.37
"322",2015-08-27,69.23,61.01,61.5899,63.09,39.8,195.21
"323",2015-08-28,70.06,61.81,62.04,63.6299,40.2,197.92
"324",2015-08-31,69.56,61.38,62.1,63.3,39.975,197.01
"325",2015-09-01,67.4801,59.52,60.04,61.57,38.9,190.73
"326",2015-09-02,68.2205,60.07,60.32,62.28,39.189,192.42
"327",2015-09-03,69.09,60.81,61.16,62.88,39.64,194.96
"328",2015-09-04,68.04,59.8,60.14,62,38.9989,191.61
"329",2015-09-08,69.36,60.881,61.37,63.15,39.57,195.17
"330",2015-09-14,70.14,61.001,61.42,62.73,39.595,195.43
"331",2015-09-17,71.41,62.2199,62.69,64.1,40.37,199.28
"332",2015-09-18,70.7,61.18,61.33,63.21,39.94,194.96
"333",2015-09-22,69.946,60.54,60.35,62.4326,39.76,192.56
"334",2015-09-23,70.19,60.67,60.3,62.5435,39.863,192.91
"335",2015-09-24,69.1181,60.1,59.475,62.054,39.62,190.56
"336",2015-09-25,68.91,60.26,59.67,62.47,39.65,191.81
"337",2015-09-28,66.74,59.14,58.41,61.1501,38.93,187.64
"338",2015-09-29,66.242,59.09,58.346,60.51,38.89,186.93
"339",2015-09-30,67.32,59.77,59.23,61.19,39.2388,189.44
"340",2015-10-01,67.82,59.8401,59.2301,61.18,39.25,189.82
"341",2015-10-02,67.6,59.51,59.11,60.98,39.21,189.12
"342",2015-10-05,70.1199,61.7,62.15,63.15,40.39,196.33
"343",2015-10-06,69.2,61.86,62.09,63.37,40.32,197
"344",2015-10-07,69.17,62.01,62.35,63.48,40.41,197.48
"345",2015-10-08,69.18,62.24,62.976,63.98,40.54,198.59
"346",2015-10-09,70.25,62.9,63.504,64.51,40.97,200.58
