"","date","lowMTUM","lowQUAL","lowVLUE","lowSIZE","lowUSMV","lowSPY"
"747",2017-08-10,91.29,74.27,74.13,77.6,49.52,243.7
"748",2017-08-11,91.19,74.23,74.04,77.525,49.5101,243.75
"749",2017-08-14,92.28,74.53,74.75,78.25,49.7654,245.55
"750",2017-08-16,92.7801,75.01,74.855,78.46,50.08,246.45
"751",2017-08-17,91.29,73.97,73.63,77.38,49.66,243.09
"752",2017-08-18,90.94,73.69,73.3,77.05,49.5,242.2
"753",2017-08-21,90.6736,73.62,73.08,77.02,49.52,241.83
"754",2017-08-22,91.6234,74.01,73.65,77.829,49.85,243.55
"755",2017-08-23,92.05,74.31,73.77,77.7314,49.89,244.16
"756",2017-08-24,91.85,74.29,73.83,77.68,49.7558,243.75
"757",2017-08-25,91.99,74.48,74.12,77.8936,49.88,244.39
"758",2017-08-29,91.37,74.22,73.7,77.48,49.79,242.93
"759",2017-08-30,92.12,74.52,74.23,77.91,49.89,244.62
"760",2017-08-31,93,75.18,75.01,78.2876,50.09,246.0473
"761",2017-09-01,93.5,75.53,75.475,78.5519,50.2364,247.67
"762",2017-09-05,91.951,74.74,74.62,77.82,49.9,244.95
"763",2017-09-06,92.3108,75.12,75.14,78.0269,50.07,246.23
"764",2017-09-07,91.98,75.17,75.11,77.81,50.15,246.4
"765",2017-09-08,92.01,75.29,74.98,78.2069,50.14,246.3
"766",2017-09-11,92.98,75.84,75.5,79.0141,50.61,248.02
"767",2017-09-13,93.59,76.32,76.36,79.06,50.62,249.59
"768",2017-09-14,93.75,76.2346,76.46,78.97,50.5066,249.6
"769",2017-09-15,93.67,76.2,76.43,79.0101,50.46,248.57
"770",2017-09-18,94.59,76.6,76.82,79.29,50.603,249.28
"771",2017-09-19,94.81,77.01,76.77,79.279,50.58,249.6
"772",2017-09-20,94.63,76.6701,76.56,79.29,50.34,248.92
"773",2017-09-21,94.55,76.77,76.59,79.21,50.31,249.185
"774",2017-09-22,94.55,76.69,76.6,79.1904,50.29,249.02
"775",2017-09-26,93.59,76.845,76.64,78.95,50.1,248.805
"776",2017-09-27,94.3,76.7604,76.76,78.825,49.935,248.87
"777",2017-09-28,94.6101,76.91,76.95,78.83,50.001,249.63
"778",2017-09-29,95.09,76.98,77.03,79.28,50.19,250.13
"779",2017-10-02,95.7,77.219,77.4,79.32,50.31,251.2926
"780",2017-10-03,96.105,77.35,78.06,79.7024,50.49,252.23
"781",2017-10-04,96.07,77.62,78.338,79.88,50.49,252.56
"782",2017-10-05,96.45,78.0064,78.44,80.17,50.72,253.196
"783",2017-10-06,96.82,78.0692,78.5,80.05,50.71,253.85
"784",2017-10-09,96.75,78.2702,78.34,79.98,50.6518,253.65
"785",2017-10-10,96.7199,78.47,78.575,80.09,50.7,253.98
"786",2017-10-11,96.8601,78.62,78.71,80.06,50.8,254.32
"787",2017-10-12,96.9,78.7019,78.44,80.08,50.87,254.365
"788",2017-10-13,96.782,78.85,78.43,80.45,50.99,254.64
"789",2017-10-18,97.77,79.04,78.83,80.43,51.06,255.5
"790",2017-10-19,97.3401,78.61,78.34,80.21,51.055,254.35
"791",2017-10-20,98.9842,79.3799,79.2,80.97,51.415,255.7744
"792",2017-10-23,99.05,79.42,79.3158,81.02,51.48,256.02
"793",2017-10-24,99.345,79.35,79.53,80.96,51.3461,256.15
"794",2017-10-25,98.4001,78.75,78.651,80.61,51.0899,254
"795",2017-10-26,99.08,79.31,79.18,80.7628,51.28,255.48
"796",2017-10-27,99.66,79.19,78.89,80.56,51.3,255.6254
"797",2017-10-30,100.003,79.1799,79.04,80.49,51.2307,256.41
"798",2017-10-31,100.4049,79.21,79.1801,80.5497,51.2472,256.805
"799",2017-11-01,99.9508,79.38,79.45,80.62,51.27,257.07
"800",2017-11-02,99.9,79.21,79.17,80.47,51.26,256.19
"801",2017-11-03,100.4754,79.51,79.6874,80.63,51.3,257.3
"802",2017-11-06,101.05,79.36,79.75,80.885,51.325,258.22
"803",2017-11-07,100.7701,79.5,79.58,80.8792,51.36,258.09
"804",2017-11-08,100.6001,79.6,79.58,80.92,51.5605,258.15
"805",2017-11-09,99.32,79.15,79.18,80.76,51.38,256.36
"806",2017-11-10,100.2299,79.4,79.57,80.73,51.42,257.37
"807",2017-11-13,100.04,79.53,79.46,80.71,51.51,257.27
"808",2017-11-14,100.05,79.4638,79.38,80.97,51.5101,256.52
"809",2017-11-15,99.6,79.32,78.7701,80.64,51.46,255.63
"810",2017-11-16,100.74,79.58,79.83,81.1099,51.57,257.4748
"811",2017-11-20,100.942,80.02,80.295,81.3908,51.65,257.86
"812",2017-11-21,101.73,80.3954,80.8865,81.7211,51.8,258.2627
"813",2017-11-22,101.58,80.441,80.965,81.71,51.81,259.57
"814",2017-11-24,101.69,80.5,81.03,81.8088,51.86,260.16
"815",2017-11-27,101.4701,80.59,80.66,81.83,51.97,260
"816",2017-11-28,101.71,80.73,80.82,81.96,52.11,260.655
"817",2017-11-29,101.9,81.31,81.95,83.0165,52.44,262.2
"818",2017-11-30,102.47,81.64,82.42,83.58,52.6042,263.67
"819",2017-12-01,100.91,81.0264,81.11,82.82,52.2532,260.76
"820",2017-12-04,101.38,82.34,82.82,83.71,52.7,264.08
"821",2017-12-05,101.13,82.1,82.29,83.04,52.5,263.04
"822",2017-12-06,100.83,81.85,81.96,82.95,52.5,262.71
"823",2017-12-07,101.4,81.92,82,83.25,52.51,262.94
"824",2017-12-08,102.5,82.4435,82.65,83.37,52.6308,264.0315
"825",2017-12-11,102.55,82.7195,83.03,83.67,52.75,265.4793
"826",2017-12-12,102.755,82.86,83.34,83.821,52.894,266.345
"827",2017-12-13,102.84,82.88,83.4,83.7565,52.94,266.65
"828",2017-12-14,102.36,82.66,82.7855,83.16,52.8,265.6
"829",2017-12-15,102.74,82.93,83.02,83.59,52.96,265.39
"830",2017-12-18,104.1,83.63,84.09,84.3389,53.315,267.98
"831",2017-12-19,103.8,83.61,84.37,84.0011,53.06,267.09
"832",2017-12-20,103.82,83.48,84.43,83.96,52.94,266.69
"833",2017-12-21,103.47,83.11,84.23,83.6,52.6101,267.3
"834",2017-12-22,103.1243,82.98,84.08,83.6899,52.59,266.9
"835",2017-12-26,102.9701,82.97,83.83,83.76,52.65,266.885
"836",2017-12-27,102.98,83.139,83.82,83.8157,52.7132,267.01
"837",2017-12-28,103.58,83.18,83.92,83.81,52.8,267.45
"838",2017-12-29,103.13,82.9,83.62,83.79,52.77,266.64
"839",2018-01-03,104.2,83.36,84.63,84.09,52.73,268.96
"840",2018-01-04,105.5664,83.88,84.84,84.4,52.91,270.5447
"841",2018-01-05,105.87,84.32,85.36,84.71,53.12,271.95
"842",2018-01-08,106.46,84.83,85.4012,85.0091,53.2348,272.98
"843",2018-01-09,106.9868,85.02,85.76,85.421,53.43,274.081
"844",2018-01-10,106.56,84.73,85.46,84.93,53.02,272.92
"845",2018-01-11,107.3962,85.17,86.12,85.155,53.11,274.56
"846",2018-01-12,108.21,85.76,87.18,85.7209,53.32,276.0819
"847",2018-01-16,108.301,85.67,86.97,85.49,53.385,276.18
"848",2018-01-17,109,86.13,87.19,85.98,53.58,276.97
"849",2018-01-18,110.2667,86.7405,87.82,86.0404,53.72,278.58
"850",2018-01-19,110.646,86.8,87.78,86.42,53.9134,279.14
"851",2018-01-22,110.8,87.3,88.08,86.68,54.14,280.11
"852",2018-01-23,111.61,87.6,88.53,87.21,54.3714,282.37
"853",2018-01-24,111.06,87.25,88.09,87.16,54.4,281.84
"854",2018-01-25,111.5596,87.48,87.88,87.565,54.63,282.405
"855",2018-01-26,112.2305,87.77,88.48,87.78,54.86,283.96
"856",2018-01-29,112.57,87.8175,88.87,87.9548,54.86,284.5
"857",2018-01-30,110.66,86.78,87.33,86.86,54.46,281.22
"858",2018-01-31,111.11,86.36,86.89,86.77,54.37,280.68
"859",2018-02-01,111,86.43,86.82,86.785,54.315,280.68
"860",2018-02-02,108.89,84.9197,84.79,85.34,53.51,275.41
"861",2018-02-05,103.2,81.3,81.38,82.42,51.15,263.31
"862",2018-02-06,100.68,79.72,80.02,75.9,50.5,258.7
"863",2018-02-07,106.25,82.69,83.17,83.47,51.79,267.58
"864",2018-02-08,101.8893,79.8,80.26,81.465,50.24,257.59
"865",2018-02-09,100.2,78.6277,78.5,79,49.7142,252.92
"866",2018-02-12,104.32,81.19,81.42,81.2697,51,261.6644
"867",2018-02-13,104.96,81.6,81.9,81.85,51.22,263.31
"868",2018-02-14,105.44,81.71,82.17,81.96,51.31,264.3
"869",2018-02-15,107.6998,83.27,83.66,83.699,52.09,268.77
"870",2018-02-16,109.2,84.3799,84.67,84.49,52.58,272.27
"871",2018-02-20,108.97,83.8604,83.86,83.68,52.34,270.5
"872",2018-02-21,108.86,83.52,83.61,84.3209,52.04,269.94
"873",2018-02-22,108.78,83.4,83.56,83.38,51.99,269.64
"874",2018-02-23,109.36,83.87,84.15,83.94,52.21,271.25
"875",2018-02-26,111.0099,85.09,85.31,84.61,52.99,275.26
"876",2018-02-27,111.02,84.93,85.27,84.425,52.72,274.36
"877",2018-02-28,109.9148,84.17,84.38,83.37,52.295,271.29
"878",2018-03-01,107.18,82.55,82.56,82.12,51.4601,266
"879",2018-03-02,106.1,82.2301,82.2,81.9,51.38,264.82
"880",2018-03-05,107.35,83.189,83.12,83.7707,51.66,267.61
"881",2018-03-06,109.24,84.32,84.34,83.85,52.38,271.18
"882",2018-03-07,108.65,83.97,83.83,83.819,52.2399,270.2
"883",2018-03-08,109.8828,84.745,84.29,84.42,52.7058,272.42
"884",2018-03-09,111.31,85.62,85.17,85.2729,53,275.34
"885",2018-03-12,112.61,86.51,86.01,85.66,53.38,278.0801
"886",2018-03-13,111.64,86.09,85.75,85.25,53.27,276.03
"887",2018-03-14,110.89,85.5,85.2,84.96,53.0537,274.67
"888",2018-03-15,111.03,85.53,84.98,84.82,53.05,274.43
"889",2018-03-16,111.59,85.69,85.22,85.25,53.12,274.14
"890",2018-03-19,109.4,84.232,83.85,84.8,52.521,268.62
"891",2018-03-20,110.6,84.9,84.43,84.59,52.7701,270.18
"892",2018-03-21,110.77,84.95,84.44,84.58,52.57,270.19
"893",2018-03-22,106.75,82.44,81.95,82.76,51.44,263.36
"894",2018-03-23,104.17,80.57,79.93,81.27,50.65,257.83
"895",2018-03-26,105.23,81.27,80.52,81.35,50.955,259.41
"896",2018-03-27,104.0171,81.15,80.47,81.45,51.05,258.84
"897",2018-03-28,103.49,81.18,80.58,81.65,51.215,258.58
"898",2018-03-29,104.3,81.61,81.21,82.175,51.53,259.8389
"899",2018-04-02,101.26,79.93,79.17,80.37,50.66,254.67
"900",2018-04-03,102.27,80.86,80.12,81.23,51.065,256.84
"901",2018-04-04,101.33,80.65,80.11,81.0939,51.01,256.6
"902",2018-04-05,105.32,82.88,82.485,83.0347,52.1,264.32
"903",2018-04-06,102.3,80.81,80.46,81.09,51.2356,258
"904",2018-04-09,103.41,81.51,81.26,82.1,51.58,259.9356
"905",2018-04-10,104.77,82.35,82.09,82.6102,51.885,262.98
"906",2018-04-11,104.93,82.38,82.27,82.23,51.82,263.39
"907",2018-04-12,105.58,82.87,82.77,82.75,51.965,265.06
"908",2018-04-13,105.18,82.4,82.6,82.47,51.88,264.01
"909",2018-04-16,105.9901,83.08,83.23,83.375,52.3,266.07
"910",2018-04-17,107.24,83.58,84.11,83.93,52.74,268.75
"911",2018-04-18,108.03,83.66,84.39,84.22,52.97,269.87
"912",2018-04-19,107.71,82.49,83.37,83.4935,52.45,267.72
"913",2018-04-20,107.01,81.78,82.55,82.92,52.08,265.61
"914",2018-04-23,106.7048,81.7,82.57,82.9,52.0899,265.35
"915",2018-04-24,104.46,80.5,81.78,82.16,51.54,261.28
"916",2018-04-26,105.96,81.21,82.58,82.57,51.92,264.29
"917",2018-04-27,106.72,81.71,82.82,83.08,52.21,265.5
"918",2018-04-30,106.45,81.63,82.34,82.74,51.98,264.43
"919",2018-05-01,105.6598,80.87,81.52,81.9865,51.525,262.11
"920",2018-05-02,105.98,81.31,81.79,82.1972,51.37,262.76
"921",2018-05-03,104.4,80.3,80.41,80.9,50.92,259.05
"922",2018-05-04,105.32,81.0985,80.96,81.685,51.27,261.15
"923",2018-05-07,107.82,82.4232,82.34,82.62,51.94,266.11
"924",2018-05-09,108.8427,82.72,82.58,82.56,51.8834,267.09
"925",2018-05-10,110.35,83.5648,83.46,83.25,52.355,270.22
"926",2018-05-11,110.7404,84.04,83.9378,83.79,52.61,271.58
"927",2018-05-14,110.9048,84.03,84.47,84.095,52.6132,272.36
"928",2018-05-15,109.92,83.3501,84.02,83.17,52.19,270.03
"929",2018-05-16,110.41,83.82,84.46,83.43,52.3,271.11
"930",2018-05-18,110.1575,83.88,84.4764,83.53,52.1809,270.93
"931",2018-05-21,111.11,84.32,84.93,84.11,52.35,271.3512
"932",2018-05-22,110.93,84.099,84.97,83.97,52.355,272.24
"933",2018-05-23,110,83.9,84.26,83.6,52.21,270.99
"934",2018-05-24,110.24,83.88,84.14,83.57,52.42,270.78
"935",2018-05-25,110.92,84.062,84.3701,83.99,52.44,271.58
"936",2018-05-29,109.1,82.99,83.19,82.89,52.07,267.76
"937",2018-05-30,110.434,83.7,83.96,84.11,52.44,270.42
"938",2018-05-31,109.99,83.75,83.7,83.35,52.46,270.255
"939",2018-06-01,110.95,84.28,84.5,83.8914,52.73,272.33
"940",2018-06-04,111.96,84.94,85.19,84.18,52.94,274.26
"941",2018-06-05,112.6,85,85.21,84.2001,52.94,274.18
"942",2018-06-06,113.14,85.41,85.4,84.47,53,275.09
"943",2018-06-07,112.69,85.7678,86.06,85.04,53.27,276.34
"944",2018-06-08,112.9683,85.76,86.05,85.111,53.31,276.66
"945",2018-06-11,113.53,86.18,86.57,85.506,53.5915,278.31
"946",2018-06-12,113.49,86.07,86.45,85.7,53.55,278.19
"947",2018-06-13,113.82,85.83,86.32,85.36,53.48,277.8
"948",2018-06-14,114.08,85.84,86.21,85.45,53.56,278.0599
"949",2018-06-15,113.34,85.41,85.45,85.1711,53.525,275.35
"950",2018-06-18,113.05,85.33,85.42,85.41,53.465,274.95
"951",2018-06-19,112.11,84.96,84.68,85.11,53.3,273.53
"952",2018-06-20,113.64,85.33,85.32,85.331,53.53,275.59
"953",2018-06-21,112.81,84.62,84.8,84.95,53.305,273.68
"954",2018-06-22,112.11,84.83,84.93,85.301,53.52,274.49
"955",2018-06-25,108.8269,83.24,83.17,84.5649,53.15,269.1
"956",2018-06-26,109.45,83.37,83.07,84.2166,53.035,270.79
"957",2018-06-27,108.26,82.6399,82.72,83.411,52.665,269.18
"958",2018-06-28,108.04,82.561,82.01,83.26,52.61,268.49
"959",2018-06-29,109.68,83.45,82.56,84.28,53.06,271.1495
"960",2018-07-02,108.49,82.73,81.97,83.39,52.84,269.24
"961",2018-07-03,109.15,83.23,82.2799,83.92,53.2,270.42
"962",2018-07-05,109.12,83.39,82.43,83.96,53.27,270.96
"963",2018-07-06,109.61,83.92,82.85,84.9585,53.68,272.715
"964",2018-07-09,111.4,84.94,83.99,85.39,53.9615,276.5
"965",2018-07-10,112.23,85.5,84.73,85.74,54.05,278.08
"966",2018-07-11,111.56,84.98,83.77,85.34,54.12,276.52
"967",2018-07-12,112.59,85.37,84.0235,85.485,54.24,277.6
"968",2018-07-16,113.26,85.3916,84.21,85.58,54.3801,278.84
"969",2018-07-17,112.45,85.42,84.2577,85.7807,54.435,278.41
"970",2018-07-19,113.52,85.86,84.39,85.87,54.51,279.46
"971",2018-07-20,113.57,85.9,84.3,85.8,54.5,279.5
"972",2018-07-23,113.07,85.62,84.11,85.7,54.409,279.06
"973",2018-07-24,113.34,86,84.5299,85.66,54.3732,280.63
"974",2018-07-25,113.5892,86.06,84.088,85.81,54.533,281.28
"975",2018-07-26,114.4572,86.901,85.07,86.715,54.93,283.09
"976",2018-07-27,112.5,86.27,84.6702,86.17,54.71,280.38
"977",2018-07-30,110.82,85.89,84.95,85.88,54.45,279.36
"978",2018-07-31,110.89,86.3,85.29,86.13,54.62,280.38
"979",2018-08-01,111.36,86.07,85.1698,86.04,54.66,280.1315
"980",2018-08-02,111.01,85.781,84.88,86.09,54.5,279.16
"981",2018-08-03,112.51,86.64,85.97,86.68,54.9664,282.33
"982",2018-08-06,112.74,86.84,86.34,86.83,55.2562,283.2015
"983",2018-08-07,113.91,87.3856,86.8,87.15,55.395,285.24
"984",2018-08-09,114.2845,87.31,86.77,87.02,55.5141,284.915
"985",2018-08-10,113.47,86.611,85.86,86.56,55.235,282.36
"986",2018-08-13,113.29,86.39,85.62,86.24,55.11,281.77
"987",2018-08-14,113.31,86.61,85.9911,86.74,55.29,282.4833
"988",2018-08-15,111.96,86.1248,85.02,86.1,55.19,280.16
"989",2018-08-16,113.3001,86.86,86.28,87.11,55.6,283.36
"990",2018-08-17,112.77,87.03,86.56,87.33,55.89,283.37
"991",2018-08-20,113.43,87.83,87.4292,87.88,56.26,285.06
"992",2018-08-21,114.01,88.2047,87.78,88.131,56.205,285.7135
"993",2018-08-23,114.73,88.1301,87.29,87.5,56.01,285.43
"994",2018-08-24,115.504,88.32,87.515,87.8911,56.09,286.38
"995",2018-08-27,116.86,89.1157,88.04,88.24,56.3671,288.68
"996",2018-08-29,117.62,89.34,88.49,88.611,56.54,289.8854
"997",2018-08-30,117.63,89.27,88.3834,88.2565,56.3829,289.63
"998",2018-09-04,117.66,89.3,88,88.14,56.3901,288.68
"999",2018-09-06,115.98,89.15,87.4289,88.48,56.64,287
"1000",2018-09-07,115.75,89.0825,87.14,88.14,56.6501,286.71
"1001",2018-09-10,116.33,89.44,87.25,88.43,56.77,287.88
"1002",2018-09-11,116.1132,89.21,86.77,88.1521,56.72,286.975
"1003",2018-09-12,116.3324,89.51,87.28,88.48,56.83,288.23
"1004",2018-09-13,117.79,89.99,87.88,88.98,57.1,289.995
"1005",2018-09-14,117.9229,90.12,87.9099,88.964,57.1499,290
"1006",2018-09-17,116.759,89.88,87.75,88.905,57.1744,289.03
"1007",2018-09-18,117.0836,89.98,87.87,89.107,57.16,289.55
"1008",2018-09-19,117.4591,90.2893,88.32,88.9903,57.09,290.825
"1009",2018-09-20,117.89,90.42,88.98,89.1811,57.17,291.2363
"1010",2018-09-21,118.18,91.2,89.2,89.6511,57.51,291.81
"1011",2018-09-24,117.47,90.7237,88.66,88.81,57.126,290.37
"1012",2018-09-25,118.56,90.56,88.35,88.7358,57.09,290.4833
"1013",2018-09-26,118.33,89.98,87.47,87.65,56.64,289.41
"1014",2018-09-27,118.7,90.18,87.6513,87.68,56.64,290.1
"1015",2018-09-28,118.6,90.1,87.51,87.745,56.5,289.95
"1016",2018-10-01,119.2531,90.51,87.94,87.68,56.9,290.98
"1017",2018-10-02,118.93,90.5496,88.02,87.7711,56.99,291.14
"1018",2018-10-03,119.28,90.59,88.64,87.66,56.74,291.32
"1019",2018-10-04,116.77,89.44,87.72,86.86,56.28,287.66
