"","date","tradevalMTUM","tradevalQUAL","tradevalVLUE","tradevalSIZE","tradevalUSMV","tradevalSPY"
"310",2015-08-11,4010235.94,2389142.61,85810.82,107726.3,93817686.91,26298286108.72
"311",2015-08-12,8648316.92,7374367.53,92727.96,37510.8,44296623.1,35659186269.86
"312",2015-08-13,8335560.44,2319516.87,36491.05,6670.2,31375394.81,18666695765.78
"313",2015-08-14,5516876.82,2252206.78,42767.02,32281.95,40185788.64,15214559577.39
"314",2015-08-17,16281242.78,1610433,167562.58,88360.89,38928065.13,16580725826.34
"315",2015-08-18,5633006.57,5658252.95,180395.97,3763373.31,250553353.18,15062100548.44
"316",2015-08-19,11513093.42,9098831.7,53601.12,7256326.38,56288137.04,36041181133.61
"317",2015-08-20,6535280.95,2172855.29,204722.88,430063.66,257829640.14,39921737189.87
"318",2015-08-21,8210143.86,7851360.47,753407.52,1275504.93,222663696.74,69384695589.65
"319",2015-08-24,17556178.28,8265510.33,1975079.45,397095.27,244007515.18,97164950817.47
"320",2015-08-25,7363863.68,7248316.78,1976641.1,121201.84,97983030.71,71110400049.66
"321",2015-08-26,8713463.58,5028725.75,607801.14,181226.14,83164420.06,64916426661.91
"322",2015-08-27,20703040.59,5352422.41,153244.46,328102.7,77227240.17,54193603751.14
"323",2015-08-28,7899635.76,2873305.23,499044.58,53576.4,48727054.54,31891618634.63
"324",2015-08-31,37225787.98,4050797.45,30452.28,144552,66963686.36,32326648638.85
"325",2015-09-01,50752067.64,3516753.77,1141846.04,1366197.79,84603670.6,49393772402.1
"326",2015-09-02,4424654.8,4746220.66,1353914.64,10899,66964728.86,31071431388.17
"327",2015-09-03,4710315.81,3151790.04,565804.92,19995.84,63614082.37,29869100137.25
"328",2015-09-04,22496943.27,26744228.21,420714.88,83576,55414662.95,39916540457.61
"329",2015-09-08,9451528.11,4934547.19,624241.41,22039.35,52937455.58,22791684393.81
"330",2015-09-14,4783643.57,3016580.55,276636.33,34023.34,43581159.1,15569313975.07
"331",2015-09-17,21765286.07,4066383.15,1917343.47,95986.11,54997441.23,55397818720.54
"332",2015-09-18,2725716.01,3259121.88,493533.55,187984.36,34989274.66,43871309321.03
"333",2015-09-22,7793525.24,3470215.53,1475949.44,12798.68,68389056.81,29779340159.8
"334",2015-09-23,6189963.66,5252219.26,1389622.64,34086.53,29457725.85,17974388880.5
"335",2015-09-24,5213209.33,4259590.1,939663.11,26919.56,90180206.82,30595553642.61
"336",2015-09-25,4614414.9,31410622.76,23183703.27,4468171.04,62757649.75,30026298800.29
"337",2015-09-28,6587825.64,14283580.62,673589.43,16143.63,54013339.27,33774909134.59
"338",2015-09-29,6362013.5,94350737.08,556348.6,38516.9,59983147.09,29940009883.58
"339",2015-09-30,31958038.54,21247535.26,12875235.67,343747.58,46491685.63,31204266529.6
"340",2015-10-01,48990573.95,3003075.8,1763843.75,16452038.9,62862747.19,25059725229.97
"341",2015-10-02,7650903.26,6935043.7,4260020.31,5284648.5,80231037.41,40581644609.91
"342",2015-10-05,9259169.52,3521369.6,310735.99,282936.4,50040112.1,24982123139.93
"343",2015-10-06,9908828.37,2513173.75,798204.76,304554.26,37127311.86,21824677813.68
"344",2015-10-07,21973835.79,10007913.79,695025.41,265947.97,113852492.23,24707477316.15
"345",2015-10-08,72926829.51,6580392.42,419897.55,270387.17,59736583.86,30610999058.99
"346",2015-10-09,11477448.77,40638147.58,1002370.98,18165.24,41214302.59,21552305979.61
"347",2015-10-13,4170734.3,2724132.07,13995053.69,79426.66,74458655.08,17695488532.8
"348",2015-10-15,4971764.56,3363472.86,581500.28,63028.25,91779459.29,26981802832.55
"349",2015-10-16,5277738.01,5631179.99,105410.95,6486,50178675.03,23232228427.51
"350",2015-10-19,5472550.52,55964466.62,4453373.24,45420.75,110691669.38,15525566147.62
"351",2015-10-20,6061710.42,3929813.92,714561.08,72677.02,38859582.33,15934180166.76
"352",2015-10-21,6630350.97,20157946.46,565762.5,24525.78,35681573.62,20686417566.21
"353",2015-10-22,24249012.28,30299707.14,470500.6,15219.2,53899142.03,35789939661.14
"354",2015-10-23,16325199.05,6644006.78,369185.55,16424.74,98759000.38,29934632524.63
"355",2015-10-26,12240220.69,8703935.35,1098905.46,129872.19,92745191.67,14291899162.06
"356",2015-10-27,7248253.96,14735055.71,178670.99,14122.08,94164540.48,16074229122.83
"357",2015-10-28,6035189.81,32917437.98,737764.84,6585,75524325.03,28220867678.65
"358",2015-10-30,6444549.13,21555889.86,182659.1,12798.28,41752198.6,27351230922.13
"359",2015-11-02,21020601.01,20023807.67,251980.58,876462.92,89657931.91,18084632029.45
"360",2015-11-03,8569785.43,25697673.15,871093.58,15289.89,66095071.89,20077290665.77
"361",2015-11-05,6690808.81,16968702.1,148384.61,66822.93,40396581.1,16466741625.77
"362",2015-11-11,4587749.92,3104513.74,78074.99,22637.81,44976255.38,14126300603.36
"363",2015-11-12,19377796.11,24968264.35,183123.78,114595,58834131.03,24987836206.62
"364",2015-11-18,8306421.09,15105411.59,577410.92,103612.23,47839827.99,25168809319.84
"365",2015-11-19,8135723.56,8097863.98,102934.88,120329.33,49287018.2,18406138024.29
"366",2015-11-24,6548294.14,20138594.06,94819.06,19653.27,56162945.52,20647288092.22
"367",2015-11-25,11950089,38415127.56,151545.8,52968,33947511.93,10888769509.08
"368",2015-11-27,5611598.18,4798617.32,1318256.85,10782.45,19357556.99,7815481189.5
"369",2015-11-30,6264701.16,20627457.85,397763.64,52416.5,52535423.72,23583658423.28
"370",2015-12-01,6838319.13,23688505.65,242970.55,79601.02,183707939.22,20549068035.8
"371",2015-12-02,12336677.71,82700885.98,197334.42,159123.64,96784847.4,22715891161.7
"372",2015-12-03,19255721.7,8222398.08,44901.46,97389.87,68466262.8,34337170500.87
"373",2015-12-07,18325666.62,12561874.39,133658.32,2446112.33,76913243.61,21232215218.33
"374",2015-12-08,6078279.7,4940883.92,175154.01,104346.29,62971278.91,21387259569.86
"375",2015-12-09,9786701.05,9586583.88,123168.21,367750.32,173373773.33,33449463744.29
"376",2015-12-10,9270620.51,6799855.12,4520350.11,42662.03,113173003.21,23944530979.16
"377",2015-12-11,10381581.2,7034109.81,1006557.66,414806.2,73928483.67,42791837023.83
"378",2015-12-14,36580588.07,10021618.9,285405.56,245255.28,104122143.22,36779810661.33
"379",2015-12-15,17548786.14,11983573.4,4708404.18,46599.9,61273688.53,31635084265.59
"380",2015-12-16,26107170.75,5703309.15,247299.43,108517.85,90689163.62,40725452118.41
"381",2015-12-17,41559474.58,26795973.43,1574493.35,243779.99,155676969.73,35702597610.13
"382",2015-12-18,14117851.26,10072556.09,426097.75,95344.09,71775389.59,50627925552.67
"383",2015-12-21,16591928.24,8661616.11,1984622.59,63556.27,74617451.31,19922173211.28
"384",2015-12-22,49914177.11,51727219.51,231698.05,19844.81,55188670.12,22517887450.98
"385",2015-12-23,15670675.24,31120261.56,531603.36,176153.1,81337302.78,22800794923.79
"386",2015-12-28,28362813.99,11338194.27,35253.5,80260.46,53024362.88,13490062235.88
"387",2015-12-29,11071980.79,9305794.17,502410.98,64422.23,60333333.99,19200639811.2
"388",2015-12-30,15528926.24,5221249.31,205899.41,44723.48,61872269.34,13080481956.4
"389",2016-01-04,35334512.05,12420778.34,260100.45,79075.74,122294837.87,44411094929.3
"390",2016-01-06,18817693.77,11358602.37,223920.52,121267.74,114238990.1,30246566674.9
"391",2016-01-07,14980096.82,10251798.51,294278.14,9267,111828373.67,41666094806.73
"392",2016-01-08,39941580.53,33230000.35,51884.78,768477.32,150700600.5,40641147005.65
"393",2016-01-11,32127192.86,16803834.28,13634907.83,9629282.01,151819248.04,36026920445.93
"394",2016-01-12,14907046.46,20978881.33,5952507.68,2578209.6,121044697.84,33237514300.78
"395",2016-01-13,23478949.03,12955336.84,7193215.73,215553.99,163631098.9,42254064201.28
"396",2016-01-14,23966396.13,19005312.8,945288.78,316997.45,173902721.26,45972693576.75
"397",2016-01-15,21776266.42,39373425.44,1917024.57,21391.2,139590441.99,60874587591.4
"398",2016-01-20,59815393.6,50379272.1,8983038.58,98246.03,192189632.87,52732584728.76
"399",2016-01-21,64200015.45,83460440.48,3392172.31,58328.05,137376650.48,36614346780.02
"400",2016-01-22,54904927.52,42457301.88,214963.3,139497.49,296208895.16,31971184275.1
"401",2016-01-25,33908945.18,13770977.13,2871591.83,77303.35,69928356.14,24634710334.41
"402",2016-01-26,25682163.19,18631182.4,110420.63,78324.38,137756151.79,26749639342.08
"403",2016-01-27,36145255.87,46322219.25,299679.73,198192.44,234513877.11,35150499867.94
"404",2016-01-28,19201791.91,20307519.31,4036544.32,48828.33,134725361.51,27171603448.01
"405",2016-01-29,21112731.82,22325090.59,6867702.2,48836,115771844.52,40488936845.96
"406",2016-02-01,30168278.48,21297300.91,656524.76,9147.88,135647474.62,26286436715.32
"407",2016-02-02,53160634.45,41721344.79,135524.78,19407.66,139075991.07,34811602846.27
"408",2016-02-03,42157892.55,13055925.39,887449.26,100963.17,281076616.49,38861324362.71
"409",2016-02-04,27805123.82,30240074.78,10542919.31,19864.5,197510565.38,26690576977.47
"410",2016-02-05,28436159.91,40896403.04,1637874.7,24389.82,207720719.32,34103324463.56
"411",2016-02-08,40629901.84,36402436.44,1609429.69,286959.95,169038062.19,35308339817.78
"412",2016-02-09,39773639.41,9272861.29,1041544.9,41493.05,229906066.93,34145852599.6
"413",2016-02-10,44344062.87,21781209.78,758744.56,254499.98,201152034.9,27666961802.57
"414",2016-02-11,19904160.36,21059725.82,338939.55,109461.63,212188196.2,40007607632.03
"415",2016-02-12,33469033.14,32191928.42,12725681.11,11634.91,184862240.03,23684023449.95
"416",2016-02-16,9820559,7859581.91,418322.34,158615.88,148382062.28,22728883834.62
"417",2016-02-17,13984262.01,12332190.68,147475,35499.56,156846097.1,26175939856.9
"418",2016-02-18,8572054.6,31028308.96,362446.96,76170.78,244154783.55,19686552245.41
"419",2016-02-19,6311846.16,7698220.73,18587806.84,33346.92,796191099.52,21985181186.04
"420",2016-02-22,13105095.23,13101835.26,1859763.16,22651.83,281670111.86,20162216503.34
"421",2016-02-23,8191326.71,66248526.82,588408.56,31926.82,206551190.3,21509950602.13
"422",2016-02-24,7593622.59,7558645.75,213042,18757.67,190884980.68,28850192600.93
"423",2016-02-26,7558759.1,60887876.08,1632307.52,53365.83,178812347.43,25411874938.47
"424",2016-02-29,16869223.66,10985916.62,505935.11,14785.08,176411989.01,24527707340.37
"425",2016-03-01,20838814.81,8122105.96,688556.29,69676.34,148207256.65,27912467217.72
"426",2016-03-03,18966074.45,15976861.99,416670.37,126930.15,156946944.7,18933698772.93
"427",2016-03-07,23493957.46,7032801.11,6301820.61,144321.05,164540085.52,20060048406.8
"428",2016-03-09,5317748.93,6647454.58,1161949,17680.56,199651541.42,18884350626.55
"429",2016-03-10,8805006.82,10948868.07,740121.14,27689.24,235781691.48,31221617804.84
"430",2016-03-16,20204223.6,7916111.72,1244553.66,120826.79,179291319.79,26218647080.13
"431",2016-03-17,32641174.31,45166723.51,1711451.19,85365.71,173403243.98,27406552997.15
"432",2016-03-18,13504081.6,6841847.77,773461.52,211654.34,220408275.19,28279317370.93
"433",2016-03-21,16912560.53,5341561.97,593492.85,52745.57,145339536.83,14910898721.33
"434",2016-03-22,20692902.93,50023064.56,663942.6,49384.51,139401928.76,19943310702.99
"435",2016-03-23,5916991.44,5758802.94,1196101.4,33022.96,128647792.67,16507046857.09
"436",2016-03-28,18936810.19,8039544.21,2043434.71,43595.07,174494233.83,12688746737.39
"437",2016-03-30,10489463.67,32599005.78,3008298.94,106738.44,153433441.06,17814232128.01
"438",2016-04-01,26946305.25,16798849.15,520514.1,26677.16,189428065.52,23570602790.78
"439",2016-04-04,30620322.17,10123620.34,522483.84,85988.49,169428070.54,13106324793.33
"440",2016-04-05,22475834.9,8722770.94,704761.11,22870.56,185469569.93,20385884153.7
"441",2016-04-07,24015554.53,13165277.32,543440.76,19999.56,213110357.23,23246980784.35
"442",2016-04-08,25181290.45,5009607.61,327036,19327.85,193565321.59,19467726142.75
"443",2016-04-11,13167816.15,10612847.08,257774.78,97733.92,149056634.54,17166088379.95
"444",2016-04-12,56573147.7,27944628,674124.86,311882.5,502415043.42,23678737942.71
"445",2016-04-13,13952871.66,11952373.79,4084695.39,58564.24,228504030.76,19990080071.19
"446",2016-04-18,14956680.71,16321198.31,465137.91,128539.19,134624989.17,17222897954.3
"447",2016-04-19,16520862.38,41201239.89,630747.89,154809.12,213172625.1,18519786816.46
"448",2016-04-20,13691707.96,17669308.79,3652434.34,55535.07,127531915.99,17048934691.08
"449",2016-04-21,13198387.55,67290635.08,259917.39,1929649.54,244638719.95,17940866810.65
"450",2016-04-25,10180019.5,11800749.26,342499.49,49481.49,106205626.09,13770010830.41
"451",2016-04-26,12596145.4,44912581.93,13578072.64,170236.4,110452442.62,15845578646.21
"452",2016-04-27,19095596.63,6266886.69,7426896.47,55507.47,107996920.28,16159253135.96
"453",2016-04-28,12691427.33,11072706.69,621132.19,71021.43,114878907.21,20255666310.63
"454",2016-04-29,24212487.73,19293776.75,139898.79,55462.82,176064885.89,29323804694.13
"455",2016-05-02,25813687.14,22345955.48,567888.72,54872.49,108421008.42,12890325032.89
"456",2016-05-03,12931749.21,6207130.3,9880912.09,11991.6,176527298.99,21919613637.1
"457",2016-05-04,10679258.8,8657231.07,2023877.66,85838.19,123617398.18,18906913020.88
"458",2016-05-05,3691757.26,4968763.03,1425658.8,107963.91,130281184.55,13867028653.6
"459",2016-05-06,9998807.41,5417555,185190.47,41325.07,135595768.01,18294091813.65
"460",2016-05-09,7490444.82,4509827.8,584315.42,36931.55,142662522.05,15312039778.52
"461",2016-05-10,10496959.16,26188922.17,4812599.63,124841.13,115742149.86,16096763715.57
"462",2016-05-11,15515059.85,7337705.06,1845828.83,79403.61,137068082.88,16939773100.81
"463",2016-05-12,5783007.93,4466808.59,751726.66,30024.63,154012562.42,18484466110.81
"464",2016-05-13,5036825.19,5543398.39,25248734.04,41609.96,140908593.5,19822474553.19
"465",2016-05-16,13371729.09,5222804.4,3287838.92,89212.74,333533799.93,15991058538.14
"466",2016-05-17,14955310.1,7613144.14,437445.68,226945.82,105806531.58,23587798616.16
"467",2016-05-18,19777096.22,17972808.05,809542.45,35042.87,177266340.29,25288919691.04
"468",2016-05-20,7667337.69,3563004.25,2966534.85,53845.26,91093387.38,21572980936.78
"469",2016-05-23,32178874.76,46407097.31,1902109.26,234967.71,144752959.69,12053943924.23
"470",2016-05-24,17126681.69,12393732.38,786369.93,177734.24,124576162.06,19409356691.71
"471",2016-05-25,10802348.59,11030876.73,414564.39,47396.17,202131079.27,16577170256.22
"472",2016-05-26,8271590.83,12999014.08,501754.53,33215.49,130496627.13,11570827431.2
"473",2016-05-27,6681397.7,5018923.33,260305.25,103147.18,84847056.35,13476042990.98
"474",2016-05-31,25235253.79,6325731.74,1351161.48,87409.56,157231111.09,23064492222.43
"475",2016-06-01,11127267.54,7418324.9,923767.55,188366.88,113998574.49,14671076233.08
"476",2016-06-02,13256890.44,14816656.39,1336604.34,122405.11,96802372.7,13248657302.73
"477",2016-06-03,15093231.26,20473201.81,699644.81,29801.52,140252522.81,21351936063.77
"478",2016-06-06,31221521.53,15198391.1,1035897,53126.73,138104816.9,13705800405.37
"479",2016-06-07,16846762.93,9153001.24,4520888.09,138855.94,130734546.2,12919525467.75
"480",2016-06-08,13103532.73,7612192.04,8872184.22,107874.9,86708082.96,14038094176.23
"481",2016-06-09,12313221.54,5069082.29,1571937.97,72874.43,107933302.17,15616571124.14
"482",2016-06-10,13130463.79,28959135.14,8659671.53,49965.78,113534764.62,23909972974.26
"483",2016-06-13,14343428.08,106278739.4,933548.3,33868.33,240600474.7,24637262497.29
"484",2016-06-14,12246206.6,6704236.21,1296536.82,67904.37,123446001.75,25958828624.26
"485",2016-06-16,16783232.16,10517968.02,939702.22,167942.54,128266200.43,30956145059.77
"486",2016-06-17,16128835.23,17783959.62,789019.21,53233.82,124163560.69,24167120319.35
"487",2016-06-20,12016728.64,8920707.72,335524.21,264044.62,94543325.34,17277968187.17
"488",2016-06-21,10472811.26,11647599.6,11784961.63,30300.64,278800488.14,15094018453.49
"489",2016-06-22,11946894.13,19059668.07,427090.61,114740.26,240815420.79,19929502892.58
"490",2016-06-23,16817234.09,22564722.5,1442025.05,102654.43,197181713.49,21576217456.46
"491",2016-06-24,23051931.38,33680093.01,10446987.75,59433.32,406905125.04,68188017399.58
"492",2016-06-27,24778945.59,115509268.02,3005471.28,129196.53,267980218.84,49682001323.87
"493",2016-06-28,20552275.83,10147625.06,2255526.96,25171.3,217544848.53,32190648806.52
"494",2016-06-29,31832605.89,11550130.93,1639474.44,116066.71,258303264.61,28279444138.92
"495",2016-06-30,22453248.03,9685109.31,1372964.21,133380.54,255995842.44,34370368675.89
"496",2016-07-01,13679273.69,15081998.32,722424.65,1055830.06,214984380.86,22261165631.6
"497",2016-07-05,16021605.91,5301951.23,1798451.57,103533.65,153085733.17,22866548016.71
"498",2016-07-06,24970470.63,7760655.84,754671.77,95782.09,357272823.44,20022754182.3
"499",2016-07-07,27101545.16,10606392.53,236230972.8,507574.16,196027662.12,17933748906.84
"500",2016-07-08,21830068.74,12036853.16,1440540.42,135601.07,172209709.52,28404703396.89
"501",2016-07-11,31454336.09,7576152.14,703815.38,138926.79,209315492.46,15725979970.29
"502",2016-07-12,26515845.95,34904084.47,11769537.06,167978.58,213080550.39,21755947271.94
"503",2016-07-14,13888503.06,50289145.42,424130.65,91274.84,306184186.24,19721666278.53
"504",2016-07-15,33159783.14,7070445.39,986865.93,250814.18,158455101.35,23135162040.87
"505",2016-07-18,25771586.94,219483446.17,2998545.51,51916,260803822.42,12703189248.84
"506",2016-07-19,17702592.95,8066182.81,4636400.94,1803197.85,124600226.6,11734355512.67
"507",2016-07-20,17213698.93,17051488.58,572459.78,123583.13,136151853.61,12620860396.99
"508",2016-07-21,10638819.67,5197295.79,637067.07,140388.43,137250364.64,14671722101.48
"509",2016-07-22,17677905.92,5217317.68,606298.08,32171.36,91556968.16,13617664335.07
"510",2016-07-25,17215938.65,5355723.46,601904.56,1202501.66,87264135.91,12090454980.43
"511",2016-07-26,10813616.88,9567836.77,8745420.58,771949.7,287290123.38,15167639816.35
"512",2016-07-27,16519023.4,58075610.99,3206752.14,32979798.53,342839542.78,18196880580.78
"513",2016-07-28,7619708.53,3872169.91,457971.78,224035,96669088.63,14071307380.03
"514",2016-07-29,16435478.09,6523945.36,537607.02,290805.07,167107374.43,17256703414.45
"515",2016-08-01,14975957.17,12471682.22,3419927.47,431509.3,133328008.85,15896998668.34
"516",2016-08-02,16491964.06,50824416.03,1134975.27,472673.47,148587273.31,19876046912.49
"517",2016-08-03,12082582.02,8112916.31,970127.36,100711.22,440510557.05,11651342003.76
"518",2016-08-04,10822532.15,13751851.91,311274.72,87081.12,180827879.17,10078283685.47
"519",2016-08-05,26458533.98,10633858,622085.47,166092.21,130739778.19,15667499265.8
"520",2016-08-08,9403564.01,7782135.1,458152.22,364465,131603085.71,8701255052.49
"521",2016-08-09,31447410.31,5516761.5,496246.85,196848.39,116865378.6,11186371027.72
"522",2016-08-10,7963018.69,20401357.73,382292.1,228906.82,281503843.14,12613814259.23
"523",2016-08-11,12904326.27,9837045.64,4161824.83,113642.75,114881858.87,15850308113.51
"524",2016-08-12,19245702.73,4393538.25,910119.51,100792.13,198007143.48,13389204824.3
"525",2016-08-15,10314948.68,9283571.76,1329072.96,448395.9,105830773.28,10921338031.59
"526",2016-08-16,12971141.02,4334221.78,643975.44,332126.55,240435080.24,11616974711.65
"527",2016-08-17,14565916.78,5418660.44,300498.57,206902.58,300979357.71,16362970931.09
"528",2016-08-18,12555794.04,15225152.28,1063127.04,108819.46,243895372.37,11583532819.54
"529",2016-08-19,21388908.51,5710911.42,2242637.4,1601414.32,237003323.31,16472477171.22
"530",2016-08-24,11366510.15,11128486.97,3679305.16,299552.85,110614272.29,15648523511.93
"531",2016-08-26,20883284.5,8404680.64,4905047.97,635219.66,192615859.64,26640556547.98
"532",2016-08-29,11293060.78,5455775.14,5628965.06,192413.7,86830603.73,15388089772.24
"533",2016-08-30,13897932.93,4924479.66,2340265.95,991511.92,169676198.46,12660867463.27
"534",2016-08-31,20068653.53,8766894.61,2568111.41,344608.52,132544295.38,18515911858.38
"535",2016-09-02,18505786.22,4143231.53,754964.1,905621.99,145227592.31,17308580221.69
"536",2016-09-06,28663817.45,9648036.9,1929938.46,848485.14,148094161.2,12391173113.49
"537",2016-09-07,15547910.44,8561638.85,349179.16,60818.27,80519996.23,16751510060.59
"538",2016-09-08,50521033.31,49238511.95,42139363.68,193608.57,121213390.08,16192418534
"539",2016-09-09,18735132.1,11912146.29,6127203.03,148825.74,396297869.61,47620157884.45
"540",2016-09-12,14702077.62,9916182.78,1851301.28,26207.85,215191711.94,36122150909.23
"541",2016-09-13,11465303.21,172911085.3,654291.41,833203.1,279622587.69,39013476639.96
"542",2016-09-15,13548585.61,43999209.86,494146.91,204302.88,157911593.25,31262074786.12
"543",2016-09-16,11628385.46,48704974.29,8466923.21,167710.55,182138479.78,33077387725
"544",2016-09-19,7002010.56,8543745.7,794684.3,101606.56,118825093.96,17163834041.84
"545",2016-09-21,16483757.03,13869557.06,725387.78,18537.81,441689837.33,23659947309.03
"546",2016-09-22,8435912.12,8506014.85,878319.46,147406.83,129561135.42,16649916901.96
"547",2016-09-23,17008849.5,7598952.92,1028207.16,101261.44,109077503.7,15929597811.76
"548",2016-09-26,10012682.41,10163835.62,2535444.9,127654.56,120142846.08,19261710691.02
"549",2016-09-27,6263999.2,16598860.24,1747010.22,75732.95,102107292.88,16873851517.61
"550",2016-09-28,13779390.72,16585014.52,5200684.09,121869.3,107522439.22,18863332263.64
"551",2016-09-29,14534659.4,45562298.44,47350476.97,275818.17,153904970.35,27570462093.46
"552",2016-09-30,7573584.42,136684192.88,35984664.8,224420.72,120111105.74,25353285365.66
"553",2016-10-03,24070123.17,147628217.93,70790530.75,594470.65,175317701.46,17997757980.34
"554",2016-10-04,13907038.79,62035576.18,1477316.88,58383.48,241650299.69,25789136687.69
"555",2016-10-05,7314504.15,52635725.68,2965678.77,110817.81,812635081.24,15706105110.55
"556",2016-10-06,10433317.5,29577133.69,1464181.3,182610.54,270537931.39,13560102139.56
"557",2016-10-07,6864279.34,11132342.78,1615139.23,147164.95,175176414.08,19309819919.82
"558",2016-10-10,43779264.8,10004190.81,1177282.27,88264.7,118594882.47,11218469737.09
"559",2016-10-11,28377681.75,4436783.26,1005788.51,250378.41,160147330.42,27860091655.93
"560",2016-10-12,9878036.66,64575397.7,39874259.37,205979.5,76696588.81,15782873204.67
"561",2016-10-13,14700221.46,15510413.43,11887043.56,17608.5,125965976.67,21519004449.55
"562",2016-10-14,17263844.71,19313035.86,23949474.44,49019.08,153784986.45,19943323001.15
"563",2016-10-17,10682700.06,7043170.81,1697930.35,280193.61,71324557.13,12390950558.11
"564",2016-10-18,15390629.6,11689105.72,1552231.44,465348.22,85422319.27,16436266617.39
"565",2016-10-19,11787893.77,13072583.38,8735010.58,286450.39,68837369.19,14250949036.83
"566",2016-10-20,25062735.13,19213566.17,3553669.32,102957.78,133554568.96,15745925748.17
"567",2016-10-21,9466570.8,6955941.43,27487344.05,40053.1,119611337.23,19021894717.62
"568",2016-10-24,25583631.1,8257880.33,2533551.94,159985.5,131835331.06,12925836133.65
"569",2016-10-25,21552531.63,5051854.76,58467804.91,390121.89,151909746.98,14261234570.61
"570",2016-10-27,12405270.72,12250084.72,2244240.3,180792.29,136908504.05,16490434169.65
"571",2016-10-28,32497148.68,14064479.74,4045337.83,96577.96,159081499.98,29908307099.97
"572",2016-11-01,22058734.98,31049535.95,1998934.57,282942.46,197173472.93,25905180192.09
"573",2016-11-02,14185166.94,7736522.5,40061126.95,239389.29,152617136.82,21711567850.75
"574",2016-11-03,15978360,19900476.03,9426682.12,125413.85,106008635.89,18613623889.76
"575",2016-11-04,12653590.04,36617698.44,18743115.87,104505.69,131347222.55,22810013476.46
"576",2016-11-07,10739572.02,37309840.61,7848580.09,400222.67,139825427.7,23320067910.08
"577",2016-11-08,13518755.22,12167038.86,65858151.69,312232.98,121809482.71,22827294789.92
"578",2016-11-09,25344946.93,46556745.91,96569866.11,170891.66,281309170.03,55533544139.39
"579",2016-11-10,55451132.63,52224496.27,28660847.54,179475.96,309962465.79,37284200986.38
"580",2016-11-11,11763971.39,41921264.13,31398094.37,163459.25,180407650.25,21724482001.8
"581",2016-11-14,29419990.4,34651163.1,12884226.03,952313.46,254447798.66,20465216032.26
"582",2016-11-15,22458800.2,15604646.55,12126498.19,4155785.4,172729407.43,19934870399.92
"583",2016-11-16,16784924.37,69328776.04,111748382.68,6820367.14,86014663.45,14288566452.55
"584",2016-11-17,13547028.38,10619316.76,5824785,870676.63,144950134.62,15259173851.11
"585",2016-11-18,15963913.56,13207797.83,7008273.55,799674.8,148669554.87,18858050050.01
"586",2016-11-21,53553057.11,121645797.48,8825361.55,288684.03,110999625.03,15909387941.12
"587",2016-11-22,19248459.68,58714808.43,8007028.36,404693.89,129552977.74,14855258817.16
"588",2016-11-23,16788113.99,21762497.35,4168678.5,215529.16,102132404.83,12474125580.78
"589",2016-11-25,3998253.57,5031010.83,4157082.76,83115.72,65727487.25,8380475674.68
"590",2016-11-28,13462484.3,21902420.53,14390725.92,466994.62,95522028.17,16909636858.53
"591",2016-11-29,17541253.08,16805952.05,21453001.31,365589.55,128084297.25,15435232009.92
"592",2016-11-30,15851906.11,17000898.77,3248275.86,319091.27,187780827.36,25028377819.43
"593",2016-12-01,26773081.66,35480720.08,66826808.68,425007.36,178901425.88,17372032154.11
"594",2016-12-05,27177368.44,12581247.9,8893081.35,269284.01,124305309.22,14984197944.06
"595",2016-12-06,19634641.33,11303937.62,16459138.07,233703.04,136303893.23,13246944555.78
"596",2016-12-07,10101006.12,85815434.22,6660141.94,325576.39,146969330.55,24725715276.93
"597",2016-12-08,11534409.03,15692169.87,21640346.03,1061184.99,136655834.87,22426834973.39
"598",2016-12-09,32945271.54,27088715.06,47613812.68,934193.28,126021874.99,19882810842.64
"599",2016-12-12,11867344.94,11324602.07,30286062.85,1194872.79,183929310.82,23047966416.51
"600",2016-12-13,14872570.51,9256879.15,20641226.19,2708590.56,130626773.72,25141231008.5
"601",2016-12-14,14714876.72,14361292.71,4795324.86,416420.61,164228246.35,32305105489.7
"602",2016-12-15,15659910.77,21393085.33,31506034.3,903877.38,138292939.27,28347767245.49
"603",2016-12-16,10756139.51,13776451.63,4447538.73,783600.55,105866382.72,35221798545.33
"604",2016-12-19,22288581.52,12170934.03,3760687.32,340642.06,63896796.32,20372507464.23
"605",2016-12-20,20237477.53,16980608.7,2831667.71,304087.8,96923954.18,20325050261.73
"606",2016-12-21,32442161.83,69409785.53,7869837.61,303151.67,73931060.57,15351925829.21
"607",2016-12-22,30996395.54,55725662.89,56994739.26,1300925.43,95286011.34,12665481786.35
"608",2016-12-23,13562913.56,52161447,2982414.26,201453.27,52086725.38,8274865605.57
"609",2016-12-27,9173951.63,39285503.57,3050530.81,988097.81,57416651.98,9659766742.96
"610",2016-12-28,8181435.02,55960506.36,1998360.17,155223.38,65553431.35,14421223040.07
"611",2016-12-29,9677987.64,40683912.55,42336683.68,297601.23,189557436.65,10923254221.66
"612",2016-12-30,16997155.59,61469960.65,6011474.51,311429.28,89124094.07,24352397830.89
"613",2017-01-03,21572772.95,59336385.35,24369153.48,1815663.07,150015780.24,20528566209.03
"614",2017-01-04,16484524.08,57074772.67,12136897.91,565693.5,97022651.47,17820365215.05
"615",2017-01-05,30190759.12,12006789.54,9549171.96,214554.25,102667026.27,17725772931.57
