"","date","tradevalMTUM","tradevalQUAL","tradevalVLUE","tradevalSIZE","tradevalUSMV","tradevalSPY"
"616",2017-01-06,19211056.03,12715114.64,3720166.68,276318.69,81418934.17,16253156484.69
"617",2017-01-09,12217899.34,12957231.9,4690077.1,96728.57,82204374.09,10640518717.29
"618",2017-01-11,13526547.22,17616290.48,8821419.44,271081.75,254247332.13,16900007044.49
"619",2017-01-12,12999615.32,37907246,4317488.94,152631.56,66403903.29,16289295625.46
"620",2017-01-17,30541709.2,15692453.76,10028381.8,1234608.49,150018442.7,13857768219.9
"621",2017-01-18,35006840.62,13542919.53,43026842.09,749337.52,99418056.89,12408175835.47
"622",2017-01-19,21256325.12,28886233.71,23003590.79,10380839.39,112802526.95,15064301284.17
"623",2017-01-20,20218606.93,9395200.12,59639415.82,241490.4,77657640.02,29261918626.14
"624",2017-01-23,12179292.7,32529081.02,11751248.42,386127.09,97175958.03,16963099711.67
"625",2017-01-24,26312396.29,11941125.66,12425005.48,864077.61,63113649.15,21719147897.28
"626",2017-01-25,33345338.42,32903367.82,8978588.33,144693.88,95845340.63,19346810435.99
"627",2017-01-26,35994849.7,116580381.31,34680799.52,563914.07,113007087.04,13753766795.37
"628",2017-01-27,16222826.27,5640321.41,6167877.27,249818.14,66273636.32,13669167121.54
"629",2017-01-30,9769983.54,160582646.38,6353616.43,341124.95,91849771.39,18111365207.43
"630",2017-02-01,43136278.21,19201840.7,84473125.59,233389.83,114862923.21,18004008389.21
"631",2017-02-02,20979423.19,8140544.83,6212365.88,828018.04,63355044.69,15845313129.27
"632",2017-02-03,12083295.97,21675309.18,3698377.19,173566.75,92791083.15,18462381414.68
"633",2017-02-06,12758378.58,7281403.98,6463206.54,54996.07,147824876.3,13227884396.64
"634",2017-02-08,50218886.95,20561315.23,30136167.73,4384224.44,115794632.36,11806952851.75
"635",2017-02-09,19559563.92,20084928.58,17304079.7,658957.13,68195159.8,15198134709.48
"636",2017-02-10,11915637.89,20251541.03,3383082.55,158173.14,100772240.96,15271429559.92
"637",2017-02-13,14215275.71,9425577.34,7458398.55,1410559.29,82585130.43,12835610421.21
"638",2017-02-14,25693014.49,8482058.86,13251351.93,198047.46,81367373.22,16569763877.97
"639",2017-02-15,28496643.34,14460301.7,8191679.13,6374111.61,72371718.98,20337773537.48
"640",2017-02-16,12093063.64,15711512.91,7365678.47,187706.7,90326320.5,19860320123.8
"641",2017-02-17,8681441.07,17127272.54,8477663.93,86011.82,112908253.16,18101681552.69
"642",2017-02-21,11105114.31,7082355.74,12505647.04,16395947.79,75920514.81,21012673792.63
"643",2017-02-22,12551472.47,6927606.4,16328601.85,182066,83787418.63,14673146159.75
"644",2017-02-23,13608107.36,16388935.12,3178052.56,137981.88,74352315.72,17628031097.67
"645",2017-02-24,8789502.71,13290867.91,7269392.74,369346.05,58254860.96,19447278565.69
"646",2017-02-27,8723058.69,6922689.82,8329004.52,611826.54,78771638.13,13389362419
"647",2017-02-28,31964873.34,22524578.5,6457357.08,4164653.18,80243471.08,22931209390.42
"648",2017-03-01,21037158.8,18472932.93,10649313.91,786525.71,108178757.93,35723670037.74
"649",2017-03-02,35254797.09,10174218.3,28838033.26,208179.91,169878451.49,16771369987.33
"650",2017-03-03,6455002.44,19174061.13,9399738.34,10766028.41,86762982.36,19526312443.28
"651",2017-03-06,18475555.88,9898274.4,5396051.28,110063.79,88913855.55,13159765812.37
"652",2017-03-08,15698404.53,9470102.3,19475150.82,2489338.77,127123101.76,18522490884
"653",2017-03-10,18675541.56,14483695.86,10451287.06,659532.45,66214492.23,19462863831.78
"654",2017-03-13,11723023.06,9193676.31,6910258.59,661910.07,93386105.96,13602289250.87
"655",2017-03-14,11515685.51,12055850.19,109585382.75,266692.54,106228925.63,14174208898.97
"656",2017-03-15,16763032.88,8648335.26,35726291.78,214292.56,98667994.77,22906773824.67
"657",2017-03-16,10426205.56,12958454.91,8691972.5,212092.57,53913370.54,18689265393.86
"658",2017-03-17,10540111.86,4491162.14,4961723.12,157202.65,48758188.94,21134555734.77
"659",2017-03-20,16342165.79,8930194.68,6699298.44,112499.06,79797705.21,12445247855.92
"660",2017-03-21,14490073.13,6756553.84,19745765.29,105206.75,253464532.87,30938505671.37
"661",2017-03-22,13046112.97,5922281.76,5876932.98,220808.05,121689901.36,22815425967.22
"662",2017-03-23,42886292.93,33147421.3,18267470.19,396146.23,78575712.85,23532023791.74
"663",2017-03-24,11202697.29,12442358.59,6336904.58,217511.22,111609864.94,26328665723.64
"664",2017-03-27,12920889.31,8015685.22,19118551.77,91023.71,86854137.39,20367951744.82
"665",2017-03-28,8510370.83,13743824.12,5769997.11,146158.87,80897619.58,21940717292.2
"666",2017-03-29,15958892.27,19898048.91,12289753.81,122985.43,56843070.47,14582433550.37
"667",2017-03-30,24374980.06,9409532.54,9166003.65,526751.84,68432721.28,13396656968.22
"668",2017-04-04,16961539.09,9490602.03,8722321.17,1074044.77,74628662.6,13280260629.78
"669",2017-04-05,16318879.58,7388724.48,8216484.15,815613.82,189176060.19,25675101964.18
"670",2017-04-06,9133143.6,5192554.07,4685137.98,193665.8,53138226.55,16265407495.18
"671",2017-04-07,8466324,5967157.95,6168825.14,99894.77,103465805.75,17502300705.92
"672",2017-04-11,10443738.16,10890069.43,28783540.17,129995.95,151607192.8,20625681816.27
"673",2017-04-12,23541718.73,11283175.23,39119336.98,827120.36,58370407.89,19174484183.38
"674",2017-04-13,15343362.56,5870489.55,11230227.85,266880.15,76891615.09,21679200503.33
"675",2017-04-17,11717741.58,5672691.44,5670661.52,398150.83,51517018.34,15998835006.69
"676",2017-04-18,120475554.97,20316691.53,7459757.41,121263.96,53146971.09,19457567929.04
"677",2017-04-19,31621811.07,6359762.63,4731675.24,190194.05,66883621.95,16073637080.3
"678",2017-04-20,14728175.15,4100720.95,5822167.41,800398.88,78860103.46,21753231574.2
"679",2017-04-21,13020994.4,5551797.97,3762149.51,264096.66,68067497.14,25911859124.08
"680",2017-04-24,12018007.17,6159749.51,17369422.33,130701.51,67493600.95,28239888474.53
"681",2017-04-25,20382000.15,20572349.74,8331679.19,214346.05,118106019.08,18292368693.49
"682",2017-04-26,20386792.44,8602859.84,7581617.97,241145.37,163820244.84,20232000957.7
"683",2017-05-01,25253670.11,6074695.56,5565622.06,172617.9,52670112.27,15966264837.18
"684",2017-05-02,114140379.29,7039087.79,3456256.27,280055.43,70418500.5,13690553253.8
"685",2017-05-03,24446904.5,11040342.54,7989234.51,161767.15,75498389.87,17426417897.6
"686",2017-05-04,148688524.52,4870847.66,4978160.23,1641766.4,51237276.71,14653063310.92
"687",2017-05-05,14234889.01,11363791.54,3827225.62,741033.2,45798627.23,14829130386.6
"688",2017-05-08,40624454.04,5160551.91,3960782.03,1154399.53,71015724.73,11589012510.75
"689",2017-05-09,116897051.62,11594413.05,4182332.09,172052.78,56155597.1,12310581384.55
"690",2017-05-10,21123088.94,5006443.16,50976022.17,279821.63,92586728.38,13008420156.12
"691",2017-05-11,9114512.61,5854920.31,30423430.06,421854.7,88924877.17,14898334880.84
"692",2017-05-12,77092092.43,12649701.81,2356581.53,506567.62,54810258.63,12882653427.08
"693",2017-05-15,25554840.89,9961401.3,42268541.01,3241386.89,57524161.17,14867410637.49
"694",2017-05-16,13092788.47,29540849.29,5560847.6,646004.81,61828062.36,12302274043.82
"695",2017-05-17,12474180.17,9377094.22,5326266.45,231251.87,80578717.82,40796115060
"696",2017-05-18,24503814.1,15415749.22,16211203.39,972696.54,68404512.71,25324194077.8
"697",2017-05-19,12563626.37,7197120.33,4302518.76,781669.23,51012705.95,27402921641.82
"698",2017-05-22,13129827.79,14094468.78,2641345.2,175523.22,46271217.95,14600037661.46
"699",2017-05-23,13531543.12,8590178.92,19902843.32,948690.62,56670492.32,11598738922.73
"700",2017-05-24,27783017.88,11637467.96,3957395.15,508289.24,48341489.3,11819207023.24
"701",2017-05-25,23164316.29,4351785.72,9457431.06,186896.54,64053601.49,15482001809.19
"702",2017-05-26,13099010.79,3584024.62,7559199.04,2614652.19,43601990.39,11270350395.48
"703",2017-05-30,11904164.02,4845871.1,6545222.14,339355.49,66157897.55,8502198016.15
"704",2017-05-31,10651545.34,15506777.58,10253748.68,136072.81,61253775.18,22137547321.89
"705",2017-06-01,58153924.23,41289509.97,45373457.7,1357457.59,98146826.37,16723116897.78
"706",2017-06-02,32911082.55,9430504.81,21587142.88,500437.71,81739009.09,21618759754.51
"707",2017-06-05,38531540.6,14556908.63,13624422.21,2570145.83,41917186.47,10908351405.08
"708",2017-06-06,64055659.82,18937845.92,4661740.44,232977.28,144203017.85,12266980452.68
"709",2017-06-07,29108012.48,88404805.42,25842438.81,108629.77,45311032.82,13184914696.02
"710",2017-06-08,23550299.26,5082717.58,2922607.05,658527.66,56406454.75,16069619827.39
"711",2017-06-09,30405307.12,16744351.48,17100922.94,1461924.19,97172048.14,32209237352.78
"712",2017-06-12,194644807.48,28576417.34,94207158.59,24941192.62,211454982.96,20909468955.97
"713",2017-06-13,26933821.1,6455435.61,14907558.2,245940.54,47932110.81,14667138552.36
"714",2017-06-14,14979520.22,27272961.85,51539367.17,96947.09,83282106.04,19186857756.89
"715",2017-06-15,12832351.24,65081165.01,5624149.66,271982.06,69828685.52,16163695810.05
"716",2017-06-16,12050325.45,25142256.84,7270566.12,528263.32,56497866.56,20482003803.86
"717",2017-06-19,14716403.78,81513423.84,60714643.76,212494.8,152312947.14,15908779758.98
"718",2017-06-20,75806262.46,33366076.84,5816839.8,319141.94,42484268.01,13859972155.1
"719",2017-06-21,21382734.79,4784516.51,4483558.86,55881.83,63314755.26,13600613338.75
"720",2017-06-22,21204311.79,4390826.32,6457100.86,475564.5,40469140.56,10731836700.76
"721",2017-06-23,9657655.01,5503531.53,22746655.31,25346.43,57275014.52,16281341871.66
"722",2017-06-26,19982191.61,9975697.2,61715943.67,91013.59,36167767.36,13810580940.17
"723",2017-06-27,15440292.02,20252742.79,6848237.21,257704.41,85829236.75,19922900250.06
"724",2017-06-28,18237454.32,8828161.38,5228233.15,223089.5,45662184.49,17032002162.75
"725",2017-06-29,31621722.29,6808777.48,4488548.14,422223.89,126894329.74,25832913196.53
"726",2017-06-30,15845410.06,7703464.2,4138064.06,269677.1,52058393.43,21019717869.78
"727",2017-07-05,114533850.64,9050240.35,7709668.53,2894071.34,119538751.09,13198161741.93
"728",2017-07-06,38416746.91,9848075.68,2769723.16,322434.62,138833114.91,15939915791.04
"729",2017-07-07,20572503.19,16350247.53,1896266.5,356406.53,43375963.26,14018717149.15
"730",2017-07-10,59271642.54,12425978.94,13122518.82,434337.61,65529277.16,8887051165.97
"731",2017-07-11,40401740.46,5834137.9,16107537.23,268384.94,51393659.18,12181990241.59
"732",2017-07-12,22737712.94,4504017.9,2567699.91,67054.71,102546290.91,14536886765.71
"733",2017-07-13,19787021.17,67391075.35,15894029.91,5568592.66,71113450.41,9641595895.72
"734",2017-07-14,176844635.69,188774644.19,167641357.76,177893559.44,64465617.35,14781892970.24
"735",2017-07-17,19009137.23,5833712.99,18401709.43,1470251.27,51251900.75,8235618848.06
"736",2017-07-18,28865958.07,4686320.95,5493923.41,356715,37174769.82,10483543397.75
"737",2017-07-19,18656770.33,24273944.48,5638896.14,200026.36,41916046.84,12587045894.87
"738",2017-07-20,15362136.01,3612154.42,8382271.19,278429.52,103426939.43,11644788533.38
"739",2017-07-21,13638629.33,7178420.07,8764165.81,1634710.84,150901698.79,21873865484.91
"740",2017-07-25,19408722.2,3440774.46,4210117.04,203749.85,86055338.73,13590876143.6
"741",2017-07-27,34037215.77,10398214.67,15575012.53,124478.42,43949832.62,17464385144.95
"742",2017-08-01,37883171.96,6960350.4,5492118.94,387451.6,36474505.13,13607539400.15
"743",2017-08-02,29296444.75,24894827.97,15234947.77,118967.64,55080449.81,11662486506.28
"744",2017-08-03,25411606.87,16465229.81,11074549.73,191376.61,82312512.46,10092014314.93
"745",2017-08-07,44981000.26,7110998.19,41209243.89,60052.18,163654700.33,7923673622.05
"746",2017-08-08,99217333.15,10954560.42,4018643.02,216444.23,39746589.84,15291449512
"747",2017-08-10,32935565.07,13118410.53,50138292.71,35288121.04,88528528.08,29488285564.63
"748",2017-08-11,27744291.31,4829123.53,9359189.77,38529.93,60400391.34,18282980584.85
"749",2017-08-14,27152608.32,8273720.01,30226773.09,82207.5,106550363.6,18059283047.8
"750",2017-08-16,30044236.71,7872461.97,16200193.96,984470.83,46675285.31,14008592758.32
"751",2017-08-17,22518904.72,5470241.76,4454849.39,60391.7,49795103.51,31424356875.53
"752",2017-08-18,26789132.47,8182003.97,10173394.03,543336.17,158336454.37,33230239215.95
"753",2017-08-21,27385009.1,9513068.46,5551659.05,1282678.65,62592794.35,15885450124.57
"754",2017-08-22,33248907.09,4416409.09,3967194.42,63857.44,107577063.62,15461810694.14
"755",2017-08-23,25508406.48,7854633.92,2985894.05,605323,54516505.46,12283664483.08
"756",2017-08-24,23307672.66,6365237.11,5477117.58,1167167.18,35927166.79,12396037695.84
"757",2017-08-25,19570014.18,6263970.96,4474031.45,127508.81,49913510.41,15781640793.43
"758",2017-08-29,18428813.33,4958550.7,3496095.05,185783.51,55841366.89,12489869906.16
"759",2017-08-30,25022439.45,7268861.48,6129749.2,168736.2,59714844.2,15240182175.86
"760",2017-08-31,25688144.3,5447525.38,4646225.32,47442.29,37657284.16,25655396236.99
"761",2017-09-01,35558354.76,5031373.51,14307922.31,167255.34,43393833.98,15378677886.47
"762",2017-09-05,26005409.45,15301269.78,98509649.47,91285.39,74173820.8,22488637274.08
"763",2017-09-06,58487203.25,7334936.12,17767556.74,290764.89,62462326.69,14293631705.98
"764",2017-09-07,20390471.5,5364462.58,6179466.99,10380010.6,79289035.25,14320776374.44
"765",2017-09-08,17931188.03,16256277.3,22167483.4,14546.48,74730522.88,15744107061.15
"766",2017-09-11,18951407.79,7842349.49,5038571.64,128264.24,38570012.13,17760842121.38
"767",2017-09-13,17156241.68,7972478.24,17243854.47,10035556.16,65246845.87,14805580982.48
"768",2017-09-14,25793447.62,91014088.87,11780153.68,334257.53,46272127.02,23861938969.8
"769",2017-09-15,16241392.94,33105068.77,47323039.1,1162052.98,36837446.22,23760502815.17
"770",2017-09-18,26701335.95,127277751.45,27903293.42,436655.92,40503782.72,11546573390.5
"771",2017-09-19,25339798.92,6719851.8,5019362.38,459241.18,140312626.57,11772156407.43
"772",2017-09-20,22398234.74,4742082.7,5116186.63,79073.46,48625799.56,14877865336.3
"773",2017-09-21,30529720.99,5455959.12,6847555.81,43894.06,54061434.17,12031773308.83
"774",2017-09-22,12294480.52,17574491.38,3166452.46,209521.09,38233271.94,12768306393.6
"775",2017-09-26,40256782.34,49588960.44,27076824.4,337916.68,51187773.52,13479548571.32
"776",2017-09-27,60083170.97,87363582.23,12799474.29,50384.61,57052227.52,20237496227.6
"777",2017-09-28,17025175.36,14163949.82,7190419.87,76726.17,62431644.46,11200504855.92
"778",2017-09-29,24460537.19,16943757.67,12750376.55,3299324.63,99286104.69,21468959865.67
"779",2017-10-02,32372238.56,26991496.8,64259933.6,10216278.19,83642691.27,14871022979.59
"780",2017-10-03,47079010.57,6554464.29,41419577.38,222892.07,78993776.96,16872943055.86
"781",2017-10-04,26225152.49,12529845.9,15704114.55,639130.9,43476830.07,14156947681.62
"782",2017-10-05,24456390.16,4662369.14,4626197.64,74336.08,61231190.69,16150990205.7
"783",2017-10-06,26999660.85,12879684.23,4642794.07,668593.36,68853483.97,20501259637.95
"784",2017-10-09,33708641.63,21153659.67,2534483.58,471192.62,33694620.34,9096615621.91
"785",2017-10-10,20069722.65,123265350.74,8223375.44,109223.7,114458056.49,10955770169.08
"786",2017-10-11,47528900.36,40919710.93,19608929.95,14622420.63,140274114.89,12144019212.02
"787",2017-10-12,56500434.13,12903894.2,6400642.02,357122.2,45377095.22,11988276517.42
"788",2017-10-13,40986411.25,4433589.44,4167658.64,178760.92,36203713.73,13974430027.93
"789",2017-10-18,39401573.44,9216722.98,17356903.03,536411.66,61212949.42,10456401620.73
"790",2017-10-19,26266469.83,4778655.62,3762755.72,266391.29,68305251.54,15796501961.61
"791",2017-10-20,36164742.11,9293591.66,2548879.64,107646.35,62355751.47,22897419882.24
"792",2017-10-23,41228641.72,8176506.86,11496738.88,411086,76419733,16403549396.83
"793",2017-10-24,32521379.63,37158787.96,12019646.93,346831.1,44033514.77,17167737792.87
"794",2017-10-25,54907326.12,7583412.24,3494328.74,288289.89,63634194.63,26444784646.23
"795",2017-10-26,43042599.93,16287965.89,10988091.27,134407.87,30861427.64,17858741333.77
"796",2017-10-27,32232066.95,20692354.14,207188829.01,155504.67,47322474.27,22010294831.53
"797",2017-10-30,32430706.7,8996592.89,11287520.85,117541.74,38877459.43,13948105029.24
"798",2017-10-31,44066772.61,17436555.47,5174863.94,222775.6,40053066.33,15508548387.32
"799",2017-11-01,47492334.8,12628287.3,8114086.17,1129353.65,50694290.04,13970615035.72
"800",2017-11-02,32917846.21,8253991.84,7020564.54,160292.18,37885844.95,14515014292.1
"801",2017-11-03,72782316.28,5126741.92,4264213.7,327564.69,42596622.55,15377548742.3
"802",2017-11-06,64614039.1,80306327.64,50104803.77,38711636.56,115800507.49,12846058883.25
"803",2017-11-07,77550376.73,55703193.27,40940508.67,526980.65,43703617.45,14871570681.42
"804",2017-11-08,32234768.38,5511539.8,3949419.51,93016.97,83650648.63,13059994435.49
"805",2017-11-09,51197890.22,7207310.01,4169928.42,52613.82,79774399.1,24200557533.51
"806",2017-11-10,50510077.78,17746069.68,11951677.02,1524805.29,47740319.25,15468475970.83
"807",2017-11-13,45528115.31,87096833.23,13152814.73,1573720.13,209384807.94,12964570783.13
"808",2017-11-14,36723092.92,6427326.15,4824908.84,92610.8,469403242.56,15784431318.09
"809",2017-11-15,34438596.87,11608748.78,16686073,198280.72,57890102.86,20725534151.76
"810",2017-11-16,79073027.17,12163505.22,24002942.01,77572.13,38835120.35,17510573189.04
"811",2017-11-20,40907921.32,14875454.61,8532814.85,1406418.63,57826378.9,12414804443.62
"812",2017-11-21,50935495.34,8410095.99,13969300.25,894896.77,56745066.32,17974024573.18
"813",2017-11-22,42194127.37,15393575.64,20718763.86,1089122.19,53696408.51,11701476487.21
"814",2017-11-24,20445793.69,2409070.09,1874912.93,51539.54,13417386.06,7251832275.84
"815",2017-11-27,32771037.79,7600937.77,6637280.4,97432.9,45549330.89,13610054933.96
"816",2017-11-28,50337089.06,17014882.19,4340734.59,749057.25,43529808.54,25915177809.12
"817",2017-11-29,58409187.19,11527586.03,52617039.06,184140.33,53389581.28,20365027633.6
"818",2017-11-30,58722289.06,10325925.26,12792798.7,102563.23,45260674.68,33857505388.33
"819",2017-12-01,94234931.91,27386336.03,25330474.04,253897.74,87478257.12,43304327480.89
"820",2017-12-04,69614233.87,15125243.06,9453520.56,257386.6,84175969.74,24961460439.24
"821",2017-12-05,51604563.8,30349127.09,48608599.53,262259.96,44937032.63,20585231808.7
"822",2017-12-06,27326307.82,5446393.64,112711921.19,126871.36,32904488.47,19978734520.33
"823",2017-12-07,32170973.32,8143222.45,21146959.68,51038.38,49800850.49,20377320140.34
"824",2017-12-08,34713564.73,7168173.08,8207069.48,16395791.95,48289080.38,20301766527.23
"825",2017-12-11,43599518.2,12111084.86,5381706.87,3333339.29,56641627.21,22096238871.26
"826",2017-12-12,30778824.02,158714979.07,9957877.94,3340557.46,64419821.8,22738388108.44
"827",2017-12-13,51039142.25,12459821.51,10940557,1868482.94,44669001.4,27487456176.31
"828",2017-12-14,29706794.75,18858037.87,17848457.54,8960217.61,56206792.93,26803637030.62
"829",2017-12-15,34069166.58,62448140.9,18547859.31,567912.75,59269676.26,38514526205.38
"830",2017-12-18,46742762.62,15380040.53,67713778.2,249323.26,65813059.09,22441640866.55
"831",2017-12-19,37237702.53,11137563.79,30622212.33,1200946.32,56145489.38,22041927320.97
"832",2017-12-20,40732610.64,26955380.98,72637874.8,109923.82,84302758.07,20512466662.78
"833",2017-12-21,30010859.89,8834445.11,14291667.64,1213851.97,58393477.12,17951230957
"834",2017-12-22,24700622.14,9827096.86,6746344.94,94613.55,48345861.72,21045946754.4
"835",2017-12-26,22727334.13,12273085.53,17692932.76,282949.49,45663934.11,12086236871.53
"836",2017-12-27,95512268.16,11751895.36,56762374.78,74113.05,82501442.84,15438568950.59
"837",2017-12-28,33866630.07,18524516.31,5623728.32,71773.09,65718415.05,12075338934.5
"838",2017-12-29,42951235.66,19697907.34,10804760.45,1328954.07,77407915.47,25672492417.89
"839",2018-01-03,163383154.3,35305839.81,48529277.17,232797.52,105406292.58,24321851609.72
"840",2018-01-04,102954448.39,16361341.63,37025026.57,15050355.34,58941472.67,21904701784.83
"841",2018-01-05,89539779.13,15440503.3,15397098.86,766324.54,77122572.85,22789169313.92
"842",2018-01-08,107716856.92,31897186.94,29851584.39,154008.14,85835850.84,15690450265.41
"843",2018-01-09,70993832.26,21354878.48,43266766.57,278940.93,106982070.16,15725523838.88
"844",2018-01-10,129919326.24,25597188.86,29184881.5,1055230.14,59704813.52,19051512051.39
"845",2018-01-11,273293520.52,15240717.14,64237190.64,9929685.08,72551549.2,17178346441.57
"846",2018-01-12,55724682.48,20493971.93,9469920.32,126029.63,46104687.3,25196413441.68
"847",2018-01-16,193913505.58,15650823.59,38483407.87,130621.62,104349612.13,29623100615.56
"848",2018-01-17,104377904.36,12707250.34,13957071.49,1049494.47,64327479.32,31582627570.37
"849",2018-01-18,158987916.72,21640126.47,24471691.76,820051.98,72106300.76,28129525161.54
"850",2018-01-19,112994599.19,13441747.58,21136823.5,345514.02,66023110.49,39432402178.78
"851",2018-01-22,79282435.11,11598669.71,10643949.24,300385.1,65790711.38,25734269741.77
"852",2018-01-23,78605674.94,10112912.26,15654807.89,957472.48,73778506.24,27485066132.12
"853",2018-01-24,78122001.04,30022041.41,24996235.42,362779.44,90991065.4,38191581479.59
"854",2018-01-25,74845729.57,18956682.37,15514359.75,251530.35,96334645.08,23962017270.36
"855",2018-01-26,62083868.88,17360459.94,44979479.81,100926.66,94872719.58,30756196246.11
"856",2018-01-29,139793294.56,20171000.23,17812412.97,380898.77,89828219.59,25712881129.39
"857",2018-01-30,100039813.69,49678839.42,25849869.18,1070127.92,98311924.54,37182292251.56
"858",2018-01-31,113095140.88,38432481.35,50749897.01,2443537.71,93076481.02,33529342177.31
"859",2018-02-01,111792481.06,119421282.06,25282031.4,60188.72,563948797.39,25383103897.04
"860",2018-02-02,99408267.77,47745486.29,22245584.84,281773.56,139406023.92,48020507376.07
"861",2018-02-05,227051988.65,51430079.85,52693606.4,1317966.15,329467262.35,79543535379.29
"862",2018-02-06,241327009.71,187988980.05,69796801.32,603027.63,409489823.96,93990841145.95
"863",2018-02-07,102981461.91,52550975.12,53395604.03,298339.29,327565243.49,45135543626.44
"864",2018-02-08,135509413.27,34675077.07,62074773.35,171280.53,261076197.22,64723736434.41
"865",2018-02-09,190445742.67,63139524.23,57591162.78,520652.11,347951001.18,73211947038.98
"866",2018-02-12,152186717.92,65167526,31196806.33,22658903.65,160711036.37,38048019326.74
"867",2018-02-13,86296389.78,14412641,30652449.92,16200206.17,115669718.16,21529647371.85
"868",2018-02-14,141364152.04,43835074.29,23465198.27,27009.26,96957551.85,32328716562.31
"869",2018-02-15,106177255.14,26350596.93,22962078.74,649008.52,79965512.02,30165809657.33
"870",2018-02-16,90647573.72,15946602.37,107688662.32,84137.65,85743841.57,43884125786.4
"871",2018-02-20,141798563.35,15004521.54,22803701.29,478396.04,119641029.22,23495492319.41
"872",2018-02-21,94556052.94,12219508.61,20499116.67,72247.3,62298515,26931203342.16
"873",2018-02-22,67192776.18,24745688.45,42554829.33,87627.73,78076261.98,29950005851.25
"874",2018-02-23,57130539.05,12622015.44,11181109.84,73174.93,135415155.05,25340728228.97
"875",2018-02-26,91675828.94,11953093.93,17188790.77,1203788.8,87107575.9,23948522029.62
"876",2018-02-27,111676513.75,20287099.43,39394396.33,177662.09,90565552.7,27388325006.02
"877",2018-02-28,92316335.69,11132495.31,16334695.74,1125977.81,81045817.72,33361810791.27
"878",2018-03-01,148462021.85,124273805.78,111394540.06,668467.43,189415324.34,47559318702.39
"879",2018-03-02,102818751.17,15842162.29,40697568.16,214176.34,128866010.61,37159143894.91
"880",2018-03-05,54996474.46,13705391.43,12444153.95,205144.77,84737040.18,26358387852.46
"881",2018-03-06,50912591.71,31958749.89,11172209.57,159388.96,75860626.86,21575531994.65
"882",2018-03-07,78999818.87,12143463.09,16261113.62,4591145.38,77086019.86,23649771575.96
"883",2018-03-08,57320944.41,13885723.07,25343083.51,68454.02,64382928.83,18287795502.49
"884",2018-03-09,79345222.17,13374662.68,23831939.35,147145.78,42228677.95,31533602940.08
"885",2018-03-12,172556117.26,34120544.33,70787379.65,2211838.46,149094485.86,20056730131.56
"886",2018-03-13,146287152.58,19887570.47,13247950.2,284846.73,53226640.52,25554674704.04
"887",2018-03-14,81238233.39,11723438.31,12257137.78,95589.13,64998846.79,29188239093.78
"888",2018-03-15,53075367.92,14645567.61,6830258.78,91680.6,46448100.34,22969643158.8
"889",2018-03-16,69252289.5,21607916.96,21430800.16,130819.96,79564274.44,27562639118.27
"890",2018-03-19,87025013.79,18918622,12471096.53,111711.68,68082537.3,29529679648.52
"891",2018-03-20,55480936.1,12888300.94,9018448.44,123151.06,55325569.34,16190942993.71
"892",2018-03-21,58039891.44,11355516.11,15622926.65,419775.38,64271913.83,21362690453.86
"893",2018-03-22,98685914.2,14273150.42,25361409.99,769596.29,95490577.7,39576148442.49
"894",2018-03-23,243912681.62,69719725.83,51681656.13,175980.12,143962840.58,47950738155.8
"895",2018-03-26,248141583.52,17822685.31,59831969.5,355351.51,129034547.24,37283467317.2
"896",2018-03-27,195588980.54,39693127.16,37889835.94,1395249.35,145417403.01,34187487627.52
"897",2018-03-28,132452098.64,25872203.53,49792838.9,13022758.54,147140091.75,38121474913.45
"898",2018-03-29,54778653.71,17930782.55,19940365.55,68474,175878484.65,32660848177.29
"899",2018-04-02,246094655.21,55749661.7,55911472.38,3401550.29,176314381.74,47950580463.52
"900",2018-04-03,413100281.72,18368800.34,72590505.7,940570.98,108804598.09,31073037364.86
"901",2018-04-04,129913478.7,27112807.38,26779050.75,113787,125676471.14,32248300408.79
"902",2018-04-05,124357618.85,22076255.3,14694533.45,219886.77,71306768.22,21949996417.68
"903",2018-04-06,166615931.77,26233783.32,95019992.1,114044.66,101164148.33,46852612730.76
"904",2018-04-09,81233376.12,22749041.59,28788774.67,57311.17,48636661.01,27668606849.33
"905",2018-04-10,106270693.6,29347167.99,45769711.27,172314.86,82805180.92,27940159755.66
"906",2018-04-11,61490455.84,76826104.54,64694347.96,4687073.98,115057904.49,24079303968.26
"907",2018-04-12,86132134.23,24677490.46,43724033.11,233411.05,94114795.25,18330941133.61
"908",2018-04-13,87457954.35,18525419.18,21142956.83,30850.47,73058508.19,22583948477.53
"909",2018-04-16,49237169.11,21482830.14,14429230.43,108731.43,116553472.63,16944815606.73
"910",2018-04-17,614808734.66,170011529.59,16676000.65,287782.94,101481803.56,17462802910.65
"911",2018-04-18,135102360.08,47173737.03,54179706.82,107956.28,61957186.74,15513588806.57
"912",2018-04-19,60264731.77,28127212.35,20176997.75,101400.19,78615456.99,20865451455.4
"913",2018-04-20,63906035.71,15671705.26,14663615.73,1869000.1,68715503.5,26674306890.79
"914",2018-04-23,54945731,13307756.75,17581299.69,133488.51,44798211.3,17479872975.16
"915",2018-04-24,102528548.62,31148225.21,31373819.1,323850.32,77477131.1,29794225691.59
"916",2018-04-26,50201873.57,18064571.85,18447248.79,280797.98,45573409.03,18007308653.91
"917",2018-04-27,59152910.59,24016896.99,15849626.54,116762.33,44445836.61,15206145388.45
