"date","changepMTUM","changepMTUM & changepQUAL","changepMTUM & changepVLUE","changepMTUM & changepSIZE","changepMTUM & changepUSMV","changepMTUM & changepSPY","changepQUAL","changepQUAL & changepVLUE","changepQUAL & changepSIZE","changepQUAL & changepUSMV","changepQUAL & changepSPY","changepVLUE","changepVLUE & changepSIZE","changepVLUE & changepUSMV","changepVLUE & changepSPY","changepSIZE","changepSIZE & changepUSMV","changepSIZE & changepSPY","changepUSMV","changepUSMV & changepSPY","changepSPY"
2015-04-22,5.67003333333333e-05,4.69863333333333e-05,4.30963333333333e-05,4.65353333333333e-05,3.9645e-05,4.66721666666667e-05,4.62344761904762e-05,4.24542619047619e-05,4.47291904761905e-05,3.68907142857143e-05,4.31588095238095e-05,5.3685619047619e-05,4.75219047619048e-05,3.74491428571429e-05,4.35640952380952e-05,5.36444761904762e-05,4.02782857142857e-05,4.66905238095238e-05,3.46785714285714e-05,3.85992142857143e-05,4.52934761904762e-05
2015-04-23,5.67003333333333e-05,4.7303e-05,4.41856666666667e-05,4.73143333333333e-05,4.00756666666667e-05,4.71218333333333e-05,4.71725714285714e-05,4.46785e-05,4.52318571428571e-05,3.74738571428571e-05,4.33855714285714e-05,5.78873333333333e-05,4.67841666666667e-05,3.80913333333333e-05,4.29201666666667e-05,5.0440619047619e-05,3.92579523809524e-05,4.46851904761905e-05,3.4529619047619e-05,3.79240238095238e-05,4.40459047619048e-05
2015-04-24,5.40295714285714e-05,4.4142e-05,3.92913571428571e-05,4.28852857142857e-05,3.74016428571429e-05,4.4225e-05,4.35213333333333e-05,3.85755e-05,3.94673333333333e-05,3.42673333333333e-05,3.99393333333333e-05,4.99882857142857e-05,4.04694285714286e-05,3.33347142857143e-05,3.76725e-05,4.61294761904762e-05,3.50654047619048e-05,3.99838333333333e-05,3.1871619047619e-05,3.50318333333333e-05,4.09073333333333e-05
2015-04-27,5.57151428571429e-05,4.55977857142857e-05,3.87284285714286e-05,4.28236428571429e-05,4.04608571428571e-05,4.54237857142857e-05,4.43459047619048e-05,3.84683571428571e-05,3.96042857142857e-05,3.57392142857143e-05,4.08545714285714e-05,4.98442857142857e-05,4.03234285714286e-05,3.33380714285714e-05,3.73773571428571e-05,4.60481428571429e-05,3.54678571428571e-05,3.99927857142857e-05,3.42591428571429e-05,3.68827142857143e-05,4.17265714285714e-05
2015-04-28,5.45829047619048e-05,4.38917857142857e-05,3.70728095238095e-05,4.10785952380952e-05,3.91489761904762e-05,4.40287380952381e-05,4.18011428571429e-05,3.59600714285714e-05,3.71397142857143e-05,3.36680714285714e-05,3.87082857142857e-05,4.74306190476191e-05,3.76841904761905e-05,3.14699523809524e-05,3.53609761904762e-05,4.44129047619048e-05,3.28415238095238e-05,3.75592619047619e-05,3.3085619047619e-05,3.54288095238095e-05,4.00839047619048e-05
2015-04-29,3.47772857142857e-05,3.02072857142857e-05,2.60550714285714e-05,2.71983571428571e-05,2.82282142857143e-05,2.91612142857143e-05,3.24672857142857e-05,2.83255714285714e-05,2.75658571428571e-05,2.64532142857143e-05,2.84422142857143e-05,4.13054761904762e-05,2.99597142857143e-05,2.53350952380952e-05,2.70890952380952e-05,3.46875714285714e-05,2.52331428571429e-05,2.71406428571429e-05,2.7965619047619e-05,2.7248619047619e-05,2.8923619047619e-05
2015-04-30,4.47906190476191e-05,4.00314285714286e-05,3.14903571428571e-05,3.37631666666667e-05,3.43996428571429e-05,3.7059119047619e-05,4.18941428571429e-05,3.31902857142857e-05,3.36865e-05,3.21307142857143e-05,3.58329285714286e-05,4.32215714285714e-05,3.28155e-05,2.78509285714286e-05,3.05848571428571e-05,3.85073333333333e-05,2.87085e-05,3.17771666666667e-05,3.10965714285714e-05,3.14781428571429e-05,3.4547619047619e-05
2015-05-01,5.35229047619048e-05,5.03858571428571e-05,3.69959761904762e-05,3.85427380952381e-05,3.83284523809524e-05,4.38952380952381e-05,5.11992857142857e-05,3.75747142857143e-05,3.86153571428571e-05,3.69914285714286e-05,4.23753571428571e-05,4.51466190476191e-05,3.52963095238095e-05,3.04737380952381e-05,3.37673095238095e-05,4.09399047619048e-05,3.0909119047619e-05,3.51304047619048e-05,3.28504761904762e-05,3.4660119047619e-05,3.90769047619048e-05
2015-05-04,4.97343333333333e-05,4.5726e-05,3.19348333333333e-05,3.29965e-05,3.38915e-05,3.91346666666667e-05,4.55395714285714e-05,3.11744285714286e-05,3.15746428571429e-05,3.15368571428571e-05,3.65855714285714e-05,3.88129047619048e-05,2.84213571428571e-05,2.45396428571429e-05,2.72475952380952e-05,3.34882857142857e-05,2.44052142857143e-05,2.79611428571429e-05,2.76542857142857e-05,2.90873571428571e-05,3.31549047619048e-05
2015-05-05,5.7410619047619e-05,5.10670952380952e-05,3.7426880952381e-05,4.43919047619048e-05,4.09925238095238e-05,4.64932380952381e-05,4.92334761904762e-05,3.49219047619048e-05,3.98285238095238e-05,3.66201190476191e-05,4.18031904761905e-05,4.2498619047619e-05,3.76465952380952e-05,3.00899761904762e-05,3.28342619047619e-05,4.56844761904762e-05,3.2878380952381e-05,3.74678095238095e-05,3.33169047619048e-05,3.52735476190476e-05,3.97834761904762e-05
2015-05-06,5.76635714285714e-05,5.18583571428571e-05,3.81467857142857e-05,4.47401428571429e-05,4.10637857142857e-05,4.68572142857143e-05,5.07406190476191e-05,3.61675952380952e-05,4.09015476190476e-05,3.70360952380952e-05,4.28250714285714e-05,4.35014761904762e-05,3.86207380952381e-05,3.04934761904762e-05,3.37488571428571e-05,4.6163619047619e-05,3.29797380952381e-05,3.79669285714286e-05,3.32984761904762e-05,3.53993571428571e-05,4.02931428571429e-05
2015-05-07,6.01919047619048e-05,5.27352857142857e-05,3.66967857142857e-05,4.6593e-05,4.20240476190476e-05,4.67625476190476e-05,5.06321428571429e-05,3.42076428571429e-05,4.10875e-05,3.69228571428571e-05,4.20133571428571e-05,3.91881428571429e-05,3.59455e-05,2.83668571428571e-05,3.10528571428571e-05,4.7016e-05,3.31895e-05,3.70355e-05,3.31804761904762e-05,3.45209761904762e-05,3.88264761904762e-05
2015-05-08,6.84871428571429e-05,6.22231428571429e-05,4.42310714285714e-05,5.40122857142857e-05,4.93692857142857e-05,5.49420714285714e-05,6.13304761904762e-05,4.32152380952381e-05,4.95797857142857e-05,4.5653119047619e-05,5.16277380952381e-05,4.5040619047619e-05,4.26681428571429e-05,3.42028095238095e-05,3.7824619047619e-05,5.36515714285714e-05,3.97455714285714e-05,4.43406428571429e-05,3.89799047619048e-05,4.12093095238095e-05,4.6455619047619e-05
2015-05-12,6.8566e-05,6.2728e-05,4.4484e-05,5.55085e-05,4.92965e-05,5.51495e-05,6.19422857142857e-05,4.35082857142857e-05,5.07183571428571e-05,4.59229285714286e-05,5.21816428571429e-05,4.5180619047619e-05,4.31951904761905e-05,3.43417619047619e-05,3.80981428571429e-05,5.48529047619048e-05,4.0734619047619e-05,4.57829285714286e-05,3.88404761904762e-05,4.12352142857143e-05,4.67725714285714e-05
2015-05-13,6.80129047619048e-05,6.18503333333333e-05,4.3688119047619e-05,5.51520476190476e-05,4.89351666666667e-05,5.44309285714286e-05,6.08343333333333e-05,4.27268333333333e-05,5.03283333333333e-05,4.55561666666667e-05,5.12505e-05,4.48494761904762e-05,4.29791904761905e-05,3.41711666666667e-05,3.74177142857143e-05,5.47314761904762e-05,4.06291666666667e-05,4.54487857142857e-05,3.87543333333333e-05,4.09175e-05,4.59925714285714e-05
2015-05-15,6.65629047619048e-05,6.12256904761905e-05,4.21588333333333e-05,5.46288333333333e-05,4.85435e-05,5.29836666666667e-05,6.0569619047619e-05,4.20773333333333e-05,4.99968333333333e-05,4.535e-05,5.06476666666667e-05,4.32563333333333e-05,4.22018333333333e-05,3.36785e-05,3.59351666666667e-05,5.71163333333333e-05,4.1396e-05,4.44261666666667e-05,3.8969e-05,4.035e-05,4.46453333333333e-05
2015-05-18,6.67479047619048e-05,6.10444285714286e-05,4.27146666666667e-05,5.50286904761905e-05,4.77612142857143e-05,5.2518119047619e-05,6.02965714285714e-05,4.2304e-05,4.99486428571429e-05,4.47387857142857e-05,5.01682142857143e-05,4.36063333333333e-05,4.28151666666667e-05,3.3686e-05,3.61376666666667e-05,5.7718619047619e-05,4.07555714285714e-05,4.41332619047619e-05,3.80651428571429e-05,3.94583571428571e-05,4.38744761904762e-05
2015-05-20,6.66804761904762e-05,6.0898380952381e-05,4.26477619047619e-05,5.50016428571429e-05,4.79030238095238e-05,5.26343571428571e-05,5.99919047619048e-05,4.21238095238095e-05,4.98452142857143e-05,4.5085119047619e-05,5.04627857142857e-05,4.3646619047619e-05,4.29239285714286e-05,3.37082380952381e-05,3.61235714285714e-05,5.78801428571429e-05,4.06618571428571e-05,4.40153571428571e-05,3.78984761904762e-05,3.93576428571429e-05,4.38311428571429e-05
2015-05-21,6.6746e-05,6.1034e-05,4.2723e-05,5.48645e-05,4.78815e-05,5.27995e-05,5.96099047619048e-05,4.1320619047619e-05,4.99066428571429e-05,4.48679285714286e-05,5.04962619047619e-05,4.23454761904762e-05,4.32660714285714e-05,3.34337142857143e-05,3.58670476190476e-05,5.79872857142857e-05,4.07968571428571e-05,4.38303571428571e-05,3.78605714285714e-05,3.92230714285714e-05,4.41039047619048e-05
2015-05-22,5.90584761904762e-05,5.29746666666667e-05,3.56580714285714e-05,4.6613e-05,4.17464761904762e-05,4.54237142857143e-05,5.13173333333333e-05,3.3732e-05,4.10985e-05,3.85561666666667e-05,4.28745e-05,3.60642857142857e-05,3.5866e-05,2.76560714285714e-05,2.89598571428571e-05,4.9289e-05,3.4091e-05,3.5802e-05,3.30564761904762e-05,3.34217142857143e-05,3.71055714285714e-05
2015-05-26,5.87599047619048e-05,5.3973380952381e-05,3.79114761904762e-05,4.69278571428571e-05,4.17785952380952e-05,4.66749047619048e-05,5.39024761904762e-05,3.77480952380952e-05,4.28990714285714e-05,3.9680119047619e-05,4.5529880952381e-05,4.1583619047619e-05,3.90537142857143e-05,2.98145238095238e-05,3.28539761904762e-05,5.03312857142857e-05,3.46501428571429e-05,3.77768571428571e-05,3.33089047619048e-05,3.47085952380952e-05,3.97589047619048e-05
2015-05-27,6.69499047619048e-05,5.83807857142857e-05,4.36556428571429e-05,5.08634523809524e-05,4.56149523809524e-05,5.20667142857143e-05,5.55201428571429e-05,4.24690714285714e-05,4.50146428571429e-05,4.13666428571429e-05,4.79618571428571e-05,4.20902857142857e-05,4.18190714285714e-05,3.33220714285714e-05,3.76504285714286e-05,5.22224761904762e-05,3.64924761904762e-05,4.03663571428571e-05,3.49164761904762e-05,3.69988571428571e-05,4.30161428571429e-05
2015-05-28,6.69805714285714e-05,5.81083571428571e-05,4.28545714285714e-05,5.05405e-05,4.53917142857143e-05,5.20084285714286e-05,5.43552857142857e-05,3.98228571428571e-05,4.39655e-05,4.04150714285714e-05,4.74231428571429e-05,3.64305714285714e-05,3.95855e-05,3.11617142857143e-05,3.62959285714286e-05,5.13413333333333e-05,3.5636e-05,3.98255e-05,3.41391428571429e-05,3.65582857142857e-05,4.28155714285714e-05
2015-05-29,6.73119047619048e-05,5.89375714285714e-05,4.3904119047619e-05,5.11683571428571e-05,4.60523333333333e-05,5.27379761904762e-05,5.64295714285714e-05,4.24087857142857e-05,4.54918571428571e-05,4.20605e-05,4.92406428571429e-05,3.80174761904762e-05,3.96564285714286e-05,3.29183333333333e-05,3.82524047619048e-05,5.04142857142857e-05,3.6517e-05,4.08167142857143e-05,3.53913333333333e-05,3.79443333333333e-05,4.4349619047619e-05
2015-06-03,6.4353619047619e-05,5.78379523809524e-05,4.4169380952381e-05,5.08452857142857e-05,4.36027857142857e-05,5.13708095238095e-05,5.6208619047619e-05,4.27585476190476e-05,4.52422857142857e-05,4.10697857142857e-05,4.89329761904762e-05,3.8329619047619e-05,3.95122142857143e-05,3.30307142857143e-05,3.86431904761905e-05,5.04682857142857e-05,3.63047857142857e-05,4.05291428571429e-05,3.33972857142857e-05,3.67266428571429e-05,4.39319047619048e-05
2015-06-05,6.47951428571429e-05,5.79981428571429e-05,4.41252857142857e-05,5.23402857142857e-05,4.42159285714286e-05,5.14862857142857e-05,5.61761428571429e-05,4.26067857142857e-05,4.61197857142857e-05,4.10489285714286e-05,4.87692857142857e-05,3.81305714285714e-05,3.98650714285714e-05,3.26048571428571e-05,3.83235714285714e-05,5.42909047619048e-05,3.92808571428571e-05,4.16805714285714e-05,3.35952857142857e-05,3.63348571428571e-05,4.34955714285714e-05
2015-06-08,6.4418e-05,5.8056e-05,4.4247e-05,5.1618e-05,4.30215e-05,5.1971e-05,5.65544761904762e-05,4.2910619047619e-05,4.56886428571429e-05,4.03406428571429e-05,4.94775952380952e-05,3.83599047619048e-05,3.96467857142857e-05,3.22477857142857e-05,3.88190238095238e-05,5.36661428571429e-05,3.82411428571429e-05,4.15134285714286e-05,3.18651428571429e-05,3.60679285714286e-05,4.4454619047619e-05
2015-06-09,5.4275e-05,4.88325e-05,3.91335e-05,4.54845e-05,3.75625e-05,4.49295e-05,4.81704761904762e-05,3.82570476190476e-05,4.01737857142857e-05,3.53942380952381e-05,4.30782619047619e-05,3.57859047619048e-05,3.64869285714286e-05,2.94765238095238e-05,3.52649761904762e-05,5.11255714285714e-05,3.52706428571429e-05,3.73268571428571e-05,2.9020619047619e-05,3.22983809523809e-05,3.9570619047619e-05
2015-06-10,5.0237619047619e-05,4.62059285714286e-05,3.97924523809524e-05,4.59855e-05,3.68969285714286e-05,4.39668095238095e-05,4.71901428571429e-05,4.00654285714286e-05,4.19465e-05,3.57971428571429e-05,4.35247142857143e-05,3.8291619047619e-05,3.91455e-05,3.11684285714286e-05,3.74539761904762e-05,5.3937e-05,3.70135e-05,3.9577e-05,2.98701428571429e-05,3.33707142857143e-05,4.09209047619048e-05
2015-06-11,5.03151428571429e-05,4.64429285714286e-05,3.93859285714286e-05,4.56246428571429e-05,3.71965e-05,4.40618571428571e-05,4.77532857142857e-05,3.96342857142857e-05,4.16649285714286e-05,3.653e-05,4.38405714285714e-05,3.6341619047619e-05,3.69059285714286e-05,3.05176666666667e-05,3.68284047619048e-05,5.14341428571429e-05,3.65505e-05,3.90058571428571e-05,3.08203333333333e-05,3.37666666666667e-05,4.10334761904762e-05
2015-06-12,3.98199047619048e-05,4.07934047619048e-05,3.25327142857143e-05,3.47677380952381e-05,3.05799523809524e-05,3.72670952380952e-05,4.56329047619048e-05,3.66662142857143e-05,3.54697380952381e-05,3.33574523809524e-05,4.09520952380952e-05,3.24311428571429e-05,2.95417142857143e-05,2.65018571428571e-05,3.29937857142857e-05,4.03369047619048e-05,2.9557619047619e-05,3.16837619047619e-05,2.68134761904762e-05,2.98080476190476e-05,3.72769047619048e-05
2015-06-15,3.8647619047619e-05,3.98192619047619e-05,3.18081428571429e-05,3.38783333333333e-05,3.0487380952381e-05,3.65483333333333e-05,4.54654761904762e-05,3.66792142857143e-05,3.55203333333333e-05,3.41377380952381e-05,4.09393333333333e-05,3.25725714285714e-05,2.97485e-05,2.72658571428571e-05,3.31095e-05,4.06333333333333e-05,3.05416666666667e-05,3.18573333333333e-05,2.7950619047619e-05,3.05316666666667e-05,3.73683333333333e-05
2015-06-16,3.74479047619048e-05,3.96805e-05,3.22888095238095e-05,3.23307857142857e-05,3.02817619047619e-05,3.6608880952381e-05,4.6217e-05,3.76635e-05,3.51145e-05,3.48845e-05,4.16555e-05,3.3503619047619e-05,3.00940714285714e-05,2.82805238095238e-05,3.39432619047619e-05,3.87041428571429e-05,3.00487142857143e-05,3.17258571428571e-05,2.86889047619048e-05,3.12539523809524e-05,3.80204761904762e-05
2015-06-18,3.91665714285714e-05,3.76749285714286e-05,3.25774285714286e-05,3.06396428571429e-05,3.06354285714286e-05,3.56902142857143e-05,4.03129047619048e-05,3.45435714285714e-05,3.05746904761905e-05,3.18150714285714e-05,3.7211119047619e-05,3.26125714285714e-05,2.76113571428571e-05,2.74430714285714e-05,3.19267857142857e-05,3.5222619047619e-05,2.76018571428571e-05,2.82717619047619e-05,2.79055714285714e-05,2.92872857142857e-05,3.48204761904762e-05
2015-06-19,3.8251619047619e-05,3.72864285714286e-05,3.26847857142857e-05,2.95030952380952e-05,3.06597619047619e-05,3.54202619047619e-05,4.03441428571429e-05,3.49794285714286e-05,3.00806428571429e-05,3.21726428571429e-05,3.74496428571429e-05,3.33762857142857e-05,2.77219285714286e-05,2.81309285714286e-05,3.26609285714286e-05,3.38114761904762e-05,2.76118095238095e-05,2.79158095238095e-05,2.85194761904762e-05,2.99194761904762e-05,3.53764761904762e-05
2015-06-22,3.87065714285714e-05,3.78021428571429e-05,3.32502142857143e-05,2.99045e-05,3.11109285714286e-05,3.61382857142857e-05,4.0928619047619e-05,3.56254285714286e-05,3.0538e-05,3.26851904761905e-05,3.82625714285714e-05,3.38571428571429e-05,2.8118e-05,2.86422857142857e-05,3.35968571428571e-05,3.4118e-05,2.7987e-05,2.85695e-05,2.89559047619048e-05,3.06412142857143e-05,3.65011428571429e-05
2015-06-24,4.37569047619048e-05,4.05436904761905e-05,3.64323095238095e-05,3.32999285714286e-05,3.44721428571429e-05,3.99217142857143e-05,4.2410619047619e-05,3.7334380952381e-05,3.22416428571429e-05,3.44537142857143e-05,4.03125714285714e-05,3.5807619047619e-05,2.98448571428571e-05,3.05942857142857e-05,3.59694285714286e-05,3.32775714285714e-05,2.89913571428571e-05,3.10277857142857e-05,3.06882857142857e-05,3.31249285714286e-05,3.93331428571429e-05
2015-06-29,6.07372857142857e-05,6.01284285714286e-05,4.98998571428571e-05,5.15448571428571e-05,4.91985e-05,5.85778571428571e-05,6.48034761904762e-05,5.27946190476191e-05,5.34389523809524e-05,5.12688333333333e-05,6.16654523809524e-05,4.64619047619048e-05,4.43727380952381e-05,4.22108333333333e-05,5.07047380952381e-05,5.27599047619048e-05,4.49481666666667e-05,5.12029047619048e-05,4.33123333333333e-05,4.91616666666667e-05,5.96919047619048e-05
2015-06-30,6.11654761904762e-05,6.09821666666667e-05,5.03644761904762e-05,5.21650476190476e-05,4.95661190476191e-05,5.90387142857143e-05,6.64863333333333e-05,5.36506666666667e-05,5.45436666666667e-05,5.19691666666667e-05,6.2566e-05,4.67104761904762e-05,4.45665476190476e-05,4.2491119047619e-05,5.11382142857143e-05,5.27599047619048e-05,4.52582619047619e-05,5.17455714285714e-05,4.35729047619048e-05,4.95264285714286e-05,6.01705714285714e-05
2015-07-01,6.53026190476191e-05,6.36155952380952e-05,5.09982857142857e-05,5.56482857142857e-05,5.54954047619048e-05,6.2866e-05,6.79774761904762e-05,5.40294285714286e-05,5.68554285714286e-05,5.58565238095238e-05,6.47505e-05,4.68042857142857e-05,4.51127857142857e-05,4.34145714285714e-05,5.1691e-05,5.56442857142857e-05,5.01925714285714e-05,5.50965e-05,5.20014761904762e-05,5.51655e-05,6.3369e-05
2015-07-07,6.67029047619048e-05,6.55256666666667e-05,5.33358095238095e-05,5.79858095238095e-05,5.81248095238095e-05,6.45996428571429e-05,7.05703333333333e-05,5.71018333333333e-05,5.99278333333333e-05,5.93998333333333e-05,6.7099e-05,4.9635619047619e-05,4.7944119047619e-05,4.7404119047619e-05,5.44347857142857e-05,5.8475619047619e-05,5.4182119047619e-05,5.78402857142857e-05,5.6789619047619e-05,5.83647857142857e-05,6.54942857142857e-05
2015-07-08,7.27201428571429e-05,7.05227142857143e-05,5.95670714285714e-05,6.25344285714286e-05,6.16559285714286e-05,7.15993571428571e-05,7.45289047619048e-05,6.21218571428571e-05,6.35473095238095e-05,6.21924761904762e-05,7.30632857142857e-05,5.59632857142857e-05,5.25267142857143e-05,5.09477142857143e-05,6.18059285714286e-05,6.1783619047619e-05,5.67359523809524e-05,6.32565714285714e-05,5.87596190476191e-05,6.25830714285714e-05,7.35171428571429e-05
2015-07-10,7.58766190476191e-05,7.32361666666667e-05,6.23065952380952e-05,6.22059285714286e-05,6.54039285714286e-05,7.50545238095238e-05,7.67993333333333e-05,6.43798333333333e-05,6.3527e-05,6.517e-05,7.59213333333333e-05,5.81894761904762e-05,5.26506428571429e-05,5.38191428571429e-05,6.4629619047619e-05,6.07131428571429e-05,5.73761428571429e-05,6.33697857142857e-05,6.22491428571429e-05,6.62447857142857e-05,7.70969047619048e-05
2015-07-14,7.6799619047619e-05,7.43356666666667e-05,6.38929761904762e-05,6.54764047619048e-05,6.58798095238095e-05,7.60783333333333e-05,7.78773333333333e-05,6.57091666666667e-05,6.65136666666667e-05,6.56873333333333e-05,7.69796666666667e-05,5.95609047619048e-05,5.6073119047619e-05,5.45172380952381e-05,6.59993333333333e-05,6.87344761904762e-05,5.88679523809524e-05,6.63648333333333e-05,6.24839047619048e-05,6.67381666666667e-05,7.81203333333333e-05
2015-07-15,7.6331619047619e-05,7.26850714285714e-05,6.3076880952381e-05,6.5498619047619e-05,6.46992380952381e-05,7.48067857142857e-05,7.45731428571429e-05,6.34429285714286e-05,6.62260714285714e-05,6.32106428571429e-05,7.44720714285714e-05,5.8286619047619e-05,5.60228809523809e-05,5.28687619047619e-05,6.42627142857143e-05,6.8786619047619e-05,5.86787380952381e-05,6.61377857142857e-05,6.06364761904762e-05,6.48555714285714e-05,7.62182857142857e-05
2015-07-20,7.65404761904762e-05,7.28560238095238e-05,6.29310952380952e-05,6.57430714285714e-05,6.47313095238095e-05,7.48040714285714e-05,7.46104761904762e-05,6.31244047619048e-05,6.64959285714286e-05,6.32746904761905e-05,7.42909285714286e-05,5.8001619047619e-05,5.59877142857143e-05,5.29197619047619e-05,6.39172142857143e-05,6.90252857142857e-05,5.86905714285714e-05,6.62562857142857e-05,6.06274761904762e-05,6.49210714285714e-05,7.59062857142857e-05
2015-07-21,7.80511428571429e-05,7.34581428571429e-05,6.50242857142857e-05,6.38006428571429e-05,6.51472857142857e-05,7.58178571428571e-05,7.48414761904762e-05,6.40552857142857e-05,6.54803095238095e-05,6.33542857142857e-05,7.47125238095238e-05,5.98645714285714e-05,5.58892857142857e-05,5.44220714285714e-05,6.51337142857143e-05,6.50414761904762e-05,5.58412857142857e-05,6.54231904761905e-05,5.99155714285714e-05,6.53682142857143e-05,7.65524761904762e-05
2015-07-27,7.95394761904762e-05,7.40751904761905e-05,6.98338333333333e-05,7.32779047619048e-05,6.48564761904762e-05,7.62572380952381e-05,7.48414761904762e-05,6.74003333333333e-05,7.23652619047619e-05,6.28021904761905e-05,7.46150952380952e-05,6.82713333333333e-05,7.09048333333333e-05,5.57613333333333e-05,6.80301666666667e-05,9.1238619047619e-05,5.89754047619048e-05,7.14514523809524e-05,5.92444761904762e-05,6.48107380952381e-05,7.6376619047619e-05
2015-07-28,8.62374761904762e-05,8.15238095238095e-05,7.74103571428571e-05,7.6473e-05,7.04744047619048e-05,8.32489523809524e-05,8.31214761904762e-05,7.58468571428571e-05,7.58715e-05,6.90217380952381e-05,8.2390619047619e-05,7.67111428571429e-05,7.48115e-05,6.22904285714286e-05,7.59372142857143e-05,9.2107e-05,6.12645e-05,7.47905e-05,6.3723619047619e-05,7.06773095238095e-05,8.36749047619048e-05
2015-07-31,8.02681428571429e-05,7.44342142857143e-05,7.15822142857143e-05,6.89661428571429e-05,6.61737857142857e-05,7.68565e-05,7.49225714285714e-05,6.91040714285714e-05,6.43902142857143e-05,6.37414285714286e-05,7.485e-05,7.11659047619048e-05,6.54045476190476e-05,5.79517619047619e-05,6.97376666666667e-05,0.000112425476190476,5.7858119047619e-05,6.61541666666667e-05,6.07599047619048e-05,6.60316666666667e-05,7.68413333333333e-05
2015-08-03,8.02625714285714e-05,7.43802142857143e-05,7.1392e-05,6.91487857142857e-05,6.56917142857143e-05,7.68146428571429e-05,7.47244761904762e-05,6.86735e-05,6.46753571428571e-05,6.27078095238095e-05,7.46920952380952e-05,7.081e-05,6.5189e-05,5.73e-05,6.9385e-05,0.000113218142857143,5.70488571428571e-05,6.63950714285714e-05,5.97524761904762e-05,6.51817619047619e-05,7.6715619047619e-05
2015-08-05,7.87244761904762e-05,7.31411666666667e-05,6.98373571428571e-05,6.84929523809524e-05,6.43163571428571e-05,7.4967380952381e-05,7.49713333333333e-05,6.74645e-05,6.48388333333333e-05,6.2125e-05,7.31443333333333e-05,6.92401428571429e-05,6.45502142857143e-05,5.59281428571429e-05,6.75157857142857e-05,0.000113322904761905,5.67542142857143e-05,6.55742619047619e-05,5.87441428571429e-05,6.35047857142857e-05,7.44999047619048e-05
2015-08-06,9.62551428571429e-05,8.42602857142857e-05,7.26403571428571e-05,7.81917857142857e-05,7.03734285714286e-05,8.23352142857143e-05,8.10039047619048e-05,6.84440476190476e-05,6.99220714285714e-05,6.46280238095238e-05,7.69935952380952e-05,6.90634761904762e-05,6.52647142857143e-05,5.58487380952381e-05,6.80489523809524e-05,0.000117569571428571,5.87028571428571e-05,6.87874285714286e-05,5.9079619047619e-05,6.49689761904762e-05,7.69309047619048e-05
2015-08-10,9.68542857142857e-05,8.62928571428571e-05,7.45757142857143e-05,8.07582142857143e-05,7.05524285714286e-05,8.51030714285714e-05,8.53765714285714e-05,7.25606428571429e-05,7.50156428571429e-05,6.58757857142857e-05,8.23642142857143e-05,7.2937619047619e-05,7.00474523809524e-05,5.70487380952381e-05,7.30879285714286e-05,0.000123388619047619,6.03869047619048e-05,7.48874285714286e-05,5.89704761904762e-05,6.68163571428571e-05,8.33141428571429e-05
2015-08-11,8.84376190476191e-05,8.10695476190476e-05,6.87483095238095e-05,7.6971e-05,6.42834285714286e-05,8.01187380952381e-05,8.2773619047619e-05,6.98525238095238e-05,7.31945e-05,6.17275714285714e-05,8.01245952380952e-05,7.01949047619048e-05,6.8178e-05,5.23417142857143e-05,7.0851119047619e-05,0.000122123,5.73525e-05,7.3352e-05,5.44051428571429e-05,6.27593571428571e-05,8.15034761904762e-05
2015-08-12,8.87705714285714e-05,8.07815e-05,6.84506428571429e-05,7.81824285714286e-05,6.39269285714286e-05,7.98327857142857e-05,8.2594e-05,6.9725e-05,7.20695e-05,6.1307e-05,7.97765e-05,7.01152857142857e-05,6.70258571428571e-05,5.20058571428571e-05,7.05720714285714e-05,0.000126516904761905,5.59245714285714e-05,7.22047142857143e-05,5.35475714285714e-05,6.20532142857143e-05,8.09221428571429e-05
2015-08-13,8.8345e-05,7.98965e-05,6.8189e-05,7.9521e-05,6.325e-05,7.82295e-05,8.18255714285714e-05,6.87656428571429e-05,7.16492142857143e-05,6.08512142857143e-05,7.86257857142857e-05,7.01152857142857e-05,6.90899285714286e-05,5.12209285714286e-05,6.87405714285714e-05,0.000131882476190476,5.52086428571429e-05,7.07218571428571e-05,5.33161428571429e-05,6.14418571428571e-05,7.93291428571429e-05
2015-08-14,8.52724761904762e-05,7.81419285714286e-05,6.63135238095238e-05,7.72876190476191e-05,6.03675e-05,7.5967380952381e-05,8.08672857142857e-05,6.76590714285714e-05,7.04803571428571e-05,5.92505e-05,7.74176428571429e-05,6.89994761904762e-05,6.76398809523809e-05,4.94245e-05,6.72916190476191e-05,0.000130518904761905,5.3224e-05,6.92815952380952e-05,5.0659e-05,5.94065e-05,7.78239047619048e-05
2015-08-17,7.15784761904762e-05,5.87379047619048e-05,5.45406904761905e-05,5.92104523809524e-05,4.35804285714286e-05,5.79637142857143e-05,5.6298619047619e-05,5.22507619047619e-05,4.67373095238095e-05,3.85257142857143e-05,5.43623571428571e-05,5.94324761904762e-05,5.29133809523809e-05,3.63250714285714e-05,5.28822857142857e-05,0.000107852904761905,3.30223571428571e-05,4.70859285714286e-05,3.32842857142857e-05,3.99056428571429e-05,5.62145714285714e-05
