"date","changepMTUM","changepMTUM & changepQUAL","changepMTUM & changepVLUE","changepMTUM & changepSIZE","changepMTUM & changepUSMV","changepMTUM & changepSPY","changepQUAL","changepQUAL & changepVLUE","changepQUAL & changepSIZE","changepQUAL & changepUSMV","changepQUAL & changepSPY","changepVLUE","changepVLUE & changepSIZE","changepVLUE & changepUSMV","changepVLUE & changepSPY","changepSIZE","changepSIZE & changepUSMV","changepSIZE & changepSPY","changepUSMV","changepUSMV & changepSPY","changepSPY"
2016-08-04,2.0294619047619e-05,1.32259285714286e-05,1.39302619047619e-05,1.04797142857143e-05,1.73027380952381e-05,1.4531880952381e-05,1.55501428571429e-05,2.28346428571429e-05,1.49235714285714e-05,1.09763571428571e-05,1.71340714285714e-05,4.36964761904762e-05,2.83025714285714e-05,1.13945238095238e-05,2.81412380952381e-05,2.49072857142857e-05,9.55042857142857e-06,1.86692857142857e-05,1.72674761904762e-05,1.21187619047619e-05,2.0561619047619e-05
2016-08-05,1.91525714285714e-05,1.33945714285714e-05,1.39540714285714e-05,1.12781428571429e-05,1.70259285714286e-05,1.42069285714286e-05,1.75609047619048e-05,2.57962380952381e-05,1.63159761904762e-05,1.17022619047619e-05,1.87725952380952e-05,4.80149047619048e-05,3.04858095238095e-05,1.23980952380952e-05,3.04647619047619e-05,2.54696190476191e-05,1.02521904761905e-05,2.00765238095238e-05,1.74309047619048e-05,1.25752380952381e-05,2.17119047619048e-05
2016-08-08,1.7829619047619e-05,1.30645238095238e-05,1.40200714285714e-05,1.25145e-05,1.60118095238095e-05,1.38409761904762e-05,1.75609047619048e-05,2.59897142857143e-05,1.68395e-05,1.14632619047619e-05,1.87725952380952e-05,4.83921428571429e-05,3.08865e-05,1.24787857142857e-05,3.06792857142857e-05,2.4876e-05,1.12365e-05,2.0657e-05,1.66559047619048e-05,1.23102380952381e-05,2.17119047619048e-05
2016-08-09,1.14913333333333e-05,5.723e-06,4.4135e-06,4.30916666666667e-06,9.759e-06,6.1215e-06,9.99328571428571e-06,1.57572857142857e-05,8.32807142857143e-06,4.17585714285714e-06,1.05701428571429e-05,3.46872857142857e-05,1.93990714285714e-05,2.95885714285714e-06,1.96856428571429e-05,1.53064761904762e-05,3.09421428571429e-06,1.14472857142857e-05,1.04895714285714e-05,4.65942857142857e-06,1.28935714285714e-05
2016-08-10,1.14024761904762e-05,5.40264285714286e-06,3.76430952380952e-06,3.88869047619048e-06,9.70378571428571e-06,5.69521428571429e-06,1.01861428571429e-05,1.63101428571429e-05,8.51985714285714e-06,3.93478571428571e-06,1.08337142857143e-05,3.61554761904762e-05,1.99930238095238e-05,2.46528571428571e-06,2.04362142857143e-05,1.54804761904762e-05,2.77971428571429e-06,1.17112857142857e-05,1.04565714285714e-05,4.33842857142857e-06,1.32535714285714e-05
2016-08-11,1.13844761904762e-05,6.63966666666667e-06,6.25797619047619e-06,5.25357142857143e-06,9.68683333333333e-06,7.06514285714286e-06,1.01403333333333e-05,1.49356666666667e-05,8.7465e-06,4.85116666666667e-06,1.019e-05,3.08194761904762e-05,1.90310714285714e-05,4.31633333333333e-06,1.77276428571429e-05,1.60372857142857e-05,3.79e-06,1.13060714285714e-05,1.04413333333333e-05,5.355e-06,1.18881428571429e-05
2016-08-12,1.13425714285714e-05,6.47085714285714e-06,5.91521428571429e-06,5.12157142857143e-06,9.6235e-06,6.81885714285714e-06,9.53628571428571e-06,1.38240714285714e-05,8.30785714285714e-06,4.6095e-06,9.36278571428571e-06,2.89694761904762e-05,1.82812142857143e-05,3.846e-06,1.62974047619048e-05,1.57355714285714e-05,3.607e-06,1.07323571428571e-05,1.0348e-05,5.012e-06,1.0798619047619e-05
2016-08-15,1.1729619047619e-05,6.07228571428571e-06,4.8582619047619e-06,4.70547619047619e-06,9.68788095238095e-06,6.29638095238095e-06,9.77928571428571e-06,1.44939285714286e-05,8.45314285714286e-06,4.43721428571429e-06,9.57621428571429e-06,3.08094761904762e-05,1.87095476190476e-05,3.4052380952381e-06,1.69127380952381e-05,1.57039047619048e-05,3.35852380952381e-06,1.07450238095238e-05,1.0291619047619e-05,4.71961904761905e-06,1.0874619047619e-05
2016-08-16,1.63082857142857e-05,9.12492857142857e-06,6.65214285714286e-06,6.75271428571429e-06,1.38737142857143e-05,8.87585714285714e-06,1.18144761904762e-05,1.56920476190476e-05,9.8192380952381e-06,7.2252380952381e-06,1.12972857142857e-05,3.13909047619048e-05,1.94440238095238e-05,5.20052380952381e-06,1.78484285714286e-05,1.6581619047619e-05,5.31661904761905e-06,1.18566428571429e-05,1.3919619047619e-05,7.17364285714286e-06,1.22815714285714e-05
2016-08-17,1.66044761904762e-05,9.53840476190476e-06,6.82319047619048e-06,6.31295238095238e-06,1.41862380952381e-05,9.30723809523809e-06,1.2149619047619e-05,1.56302619047619e-05,9.34330952380952e-06,7.59595238095238e-06,1.15129523809524e-05,3.11164761904762e-05,1.9361380952381e-05,5.29959523809524e-06,1.76175952380952e-05,1.71559047619048e-05,4.88997619047619e-06,1.14364761904762e-05,1.4231619047619e-05,7.52411904761905e-06,1.2292619047619e-05
2016-08-18,1.64264761904762e-05,9.12280952380952e-06,6.386e-06,5.99978571428571e-06,1.41795238095238e-05,8.99645238095238e-06,1.12154761904762e-05,1.45385e-05,8.43078571428571e-06,7.42819047619048e-06,1.0756119047619e-05,3.0182e-05,1.8948e-05,5.5815e-06,1.69155e-05,1.75135714285714e-05,5.64021428571429e-06,1.10460714285714e-05,1.48704761904762e-05,7.64354761904762e-06,1.17769047619048e-05
2016-08-19,1.57489047619048e-05,8.14969047619048e-06,5.56107142857143e-06,4.811e-06,1.4444619047619e-05,8.275e-06,1.0316619047619e-05,1.36718571428571e-05,7.4475e-06,7.31826190476191e-06,9.8875e-06,2.93805714285714e-05,1.79625e-05,5.59128571428572e-06,1.6144e-05,1.6479e-05,5.393e-06,1.00235e-05,1.52494761904762e-05,7.761e-06,1.1065e-05
2016-08-24,1.4409619047619e-05,7.50088095238095e-06,5.56642857142857e-06,5.63361904761905e-06,1.3007119047619e-05,8.11785714285714e-06,1.0076619047619e-05,1.39255714285714e-05,8.20888095238095e-06,6.56088095238095e-06,1.00166428571429e-05,3.02291428571429e-05,1.91854285714286e-05,5.39092857142857e-06,1.68382857142857e-05,1.7745619047619e-05,5.97811904761905e-06,1.11223571428571e-05,1.3756619047619e-05,7.42385714285714e-06,1.16135714285714e-05
2016-08-26,1.44511428571429e-05,7.66707142857143e-06,5.523e-06,6.73757142857143e-06,1.32410714285714e-05,8.05842857142857e-06,1.0368619047619e-05,1.3995e-05,9.46378571428571e-06,6.95378571428571e-06,1.00985476190476e-05,3.0116e-05,2.0093e-05,5.5005e-06,1.6692e-05,2.02762857142857e-05,7.59078571428572e-06,1.22532142857143e-05,1.42832857142857e-05,7.55471428571429e-06,1.1424619047619e-05
2016-08-29,1.64671428571429e-05,8.53935714285714e-06,7.9385e-06,1.01199285714286e-05,1.57806428571429e-05,9.72728571428571e-06,1.06714761904762e-05,1.53633333333333e-05,1.14364047619048e-05,8.19369047619048e-06,1.0963880952381e-05,3.16093333333333e-05,2.19388333333333e-05,7.93183333333333e-06,1.80706666666667e-05,2.2474619047619e-05,1.08882619047619e-05,1.40750238095238e-05,1.72154761904762e-05,9.38595238095238e-06,1.25309047619048e-05
2016-08-30,1.67782857142857e-05,9.136e-06,7.80714285714286e-06,9.65071428571429e-06,1.59815e-05,9.90642857142857e-06,1.1286e-05,1.5346e-05,1.1458e-05,8.886e-06,1.12705e-05,3.15609047619048e-05,2.17288571428571e-05,7.711e-06,1.8011380952381e-05,2.15792857142857e-05,1.0051e-05,1.38690714285714e-05,1.7167e-05,9.523e-06,1.26314761904762e-05
2016-08-31,1.5407619047619e-05,9.0837619047619e-06,8.79261904761905e-06,9.27509523809524e-06,1.5196880952381e-05,9.68757142857143e-06,1.15994761904762e-05,1.55862619047619e-05,1.22968095238095e-05,8.7732380952381e-06,1.16268571428571e-05,3.0982619047619e-05,2.25470952380952e-05,8.22188095238095e-06,1.84030714285714e-05,2.37834761904762e-05,9.61190476190476e-06,1.47953571428571e-05,1.67396190476191e-05,9.30192857142857e-06,1.30181428571429e-05
2016-09-02,1.6083619047619e-05,1.03020476190476e-05,1.03947142857143e-05,1.00355952380952e-05,1.65569285714286e-05,1.06306904761905e-05,1.2696619047619e-05,1.68037857142857e-05,1.31122380952381e-05,1.03065714285714e-05,1.26064761904762e-05,3.22412857142857e-05,2.35055714285714e-05,1.00500714285714e-05,1.95436428571429e-05,2.43584761904762e-05,1.06781428571429e-05,1.54924523809524e-05,1.87091428571429e-05,1.05977857142857e-05,1.38619047619048e-05
2016-09-06,1.78322857142857e-05,1.07483571428571e-05,1.12454285714286e-05,1.13199285714286e-05,1.76475e-05,1.15753571428571e-05,1.26955714285714e-05,1.65612857142857e-05,1.32062857142857e-05,1.0656e-05,1.26935714285714e-05,3.08174761904762e-05,2.31958095238095e-05,1.08648333333333e-05,1.93874523809524e-05,2.48264761904762e-05,1.16236666666667e-05,1.5873119047619e-05,1.93453333333333e-05,1.12821666666667e-05,1.41659047619048e-05
2016-09-07,1.73164761904762e-05,9.97202380952381e-06,8.34030952380952e-06,9.07169047619048e-06,1.68580952380952e-05,1.0256619047619e-05,1.19174761904762e-05,1.37841904761905e-05,1.10638095238095e-05,9.87490476190476e-06,1.1328380952381e-05,2.09754761904762e-05,1.56065238095238e-05,8.08226190476191e-06,1.44924523809524e-05,1.89744761904762e-05,9.4772380952381e-06,1.20955476190476e-05,1.8561619047619e-05,9.91002380952381e-06,1.17779047619048e-05
2016-09-08,1.76031428571429e-05,1.12156428571429e-05,9.9715e-06,1.00984285714286e-05,1.66842142857143e-05,1.13307142857143e-05,1.28454761904762e-05,1.3882e-05,1.10030952380952e-05,1.15057142857143e-05,1.18217142857143e-05,1.9355e-05,1.43955e-05,1.0819e-05,1.40955e-05,1.8088619047619e-05,1.12651428571429e-05,1.17316428571429e-05,1.73935714285714e-05,1.14830714285714e-05,1.19165714285714e-05
2016-09-09,5.04836190476191e-05,3.978e-05,4.03797857142857e-05,4.06040714285714e-05,4.94120476190476e-05,4.1812380952381e-05,3.7333e-05,3.9844e-05,3.7368e-05,4.00545e-05,3.8089e-05,4.68452857142857e-05,4.24180714285714e-05,4.12487142857143e-05,4.19892142857143e-05,4.63341428571429e-05,4.16779285714286e-05,3.99229285714286e-05,4.99276190476191e-05,4.18994523809524e-05,4.00356190476191e-05
2016-09-12,6.30012857142857e-05,4.92575714285714e-05,4.9832e-05,4.20695714285714e-05,6.14016428571429e-05,5.20728571428571e-05,4.29421428571429e-05,4.4587e-05,3.69171428571429e-05,4.90957857142857e-05,4.44977142857143e-05,5.02643333333333e-05,4.11206666666667e-05,5.0246e-05,4.7642e-05,4.49514761904762e-05,4.30452857142857e-05,3.97697142857143e-05,6.14105714285714e-05,5.16954285714286e-05,4.72655714285714e-05
2016-09-13,7.08103333333333e-05,5.59056666666667e-05,5.71115e-05,4.67358333333333e-05,6.9358e-05,6.0619e-05,4.85154761904762e-05,5.07714285714286e-05,4.07162380952381e-05,5.58705e-05,5.16865714285714e-05,5.70482857142857e-05,4.54447142857143e-05,5.7663e-05,5.55957142857143e-05,4.73916190476191e-05,4.7802e-05,4.47022857142857e-05,6.9517e-05,6.0404e-05,5.65312857142857e-05
2016-09-15,7.58909047619048e-05,6.17305476190476e-05,6.37652619047619e-05,5.29338095238095e-05,7.43252380952381e-05,6.62353333333333e-05,5.43904761904762e-05,5.7540119047619e-05,4.69890952380952e-05,6.15203809523809e-05,5.75663333333333e-05,6.48419047619048e-05,5.26700238095238e-05,6.41200952380952e-05,6.23523333333333e-05,5.40886190476191e-05,5.38149761904762e-05,5.09736666666667e-05,7.43709047619048e-05,6.58636666666667e-05,6.23503333333333e-05
2016-09-16,7.54775714285714e-05,6.18519285714286e-05,6.45422142857143e-05,5.31111428571429e-05,7.4011e-05,6.6482e-05,5.50089047619048e-05,5.76579523809524e-05,4.79400238095238e-05,6.18301666666667e-05,5.80641666666667e-05,6.35644761904762e-05,5.28672619047619e-05,6.48258333333333e-05,6.21903333333333e-05,5.55506190476191e-05,5.42833333333333e-05,5.17423333333333e-05,7.42043333333333e-05,6.62408333333333e-05,6.27003333333333e-05
2016-09-19,7.48429047619048e-05,6.07235238095238e-05,6.29818571428571e-05,5.26120952380952e-05,7.38007619047619e-05,6.53854285714286e-05,5.3257619047619e-05,5.55037857142857e-05,4.65234761904762e-05,6.12048095238095e-05,5.64606428571429e-05,6.12362857142857e-05,5.03531428571429e-05,6.36971428571429e-05,6.03361428571429e-05,5.62569047619048e-05,5.46402380952381e-05,5.01615714285714e-05,7.43829047619048e-05,6.55360714285714e-05,6.12755714285714e-05
2016-09-21,8.64843333333333e-05,6.94776666666667e-05,7.0607e-05,5.50371666666667e-05,8.52251666666667e-05,7.44511666666667e-05,5.9785619047619e-05,6.11493571428571e-05,4.83868333333333e-05,6.97532619047619e-05,6.32333333333333e-05,6.60885714285714e-05,5.20055e-05,7.11117857142857e-05,6.62025e-05,5.67333333333333e-05,5.70508333333333e-05,5.20823333333333e-05,8.55614761904762e-05,7.43983333333333e-05,6.82993333333333e-05
2016-09-22,8.95894761904762e-05,7.22131666666667e-05,7.29902857142857e-05,6.26100238095238e-05,8.80065476190476e-05,7.74993095238095e-05,6.09213333333333e-05,6.1378e-05,5.30378333333333e-05,7.19136666666667e-05,6.46163333333333e-05,6.51705714285714e-05,5.48512142857143e-05,7.28209285714286e-05,6.66297857142857e-05,7.19984761904762e-05,6.33744523809524e-05,5.74511904761905e-05,8.79869047619048e-05,7.6832380952381e-05,6.99604761904762e-05
2016-09-23,8.60089047619048e-05,7.07839285714286e-05,7.20157142857143e-05,6.16601666666667e-05,8.47665e-05,7.62666904761905e-05,6.10365714285714e-05,6.15962857142857e-05,5.31045e-05,7.0622e-05,6.47541428571429e-05,6.54431428571429e-05,5.49875e-05,7.19405e-05,6.68520714285714e-05,7.20363333333333e-05,6.2516e-05,5.75336666666667e-05,8.5055e-05,7.57185e-05,7.0114619047619e-05
2016-09-26,8.7142619047619e-05,7.19405e-05,7.57402857142857e-05,6.4333880952381e-05,8.57139285714286e-05,7.81257380952381e-05,6.2216e-05,6.5348e-05,5.57875e-05,7.1588e-05,6.6637e-05,7.26902857142857e-05,5.91287142857143e-05,7.49979285714286e-05,7.15370714285714e-05,7.4021619047619e-05,6.46990714285714e-05,6.05942619047619e-05,8.58461428571429e-05,7.72563571428572e-05,7.27574761904762e-05
2016-09-27,8.94925714285714e-05,7.41177857142857e-05,7.78257142857143e-05,6.51259285714286e-05,8.68609285714286e-05,8.03602142857143e-05,6.42064761904762e-05,6.71808571428571e-05,5.63008809523809e-05,7.25240476190476e-05,6.86331904761905e-05,7.41731428571429e-05,5.90152857142857e-05,7.55467857142857e-05,7.32456428571429e-05,7.24769047619048e-05,6.40447380952381e-05,6.07384523809524e-05,8.58079047619048e-05,7.79971190476191e-05,7.46774761904762e-05
2016-09-28,8.91291428571429e-05,7.44895714285714e-05,7.80996428571429e-05,6.55045714285714e-05,8.65358571428571e-05,8.06181428571429e-05,6.48382857142857e-05,6.81790714285714e-05,5.65327857142857e-05,7.28574285714286e-05,6.96210714285714e-05,7.55814761904762e-05,5.95120714285714e-05,7.57928571428571e-05,7.46323095238095e-05,7.24612857142857e-05,6.43839285714286e-05,6.12355714285714e-05,8.55171428571429e-05,7.82288571428571e-05,7.60424761904762e-05
2016-09-29,9.10624761904762e-05,7.68863333333333e-05,8.13340238095238e-05,6.48136666666667e-05,8.89822380952381e-05,8.29112380952381e-05,6.74953333333333e-05,7.18781666666667e-05,5.62606666666667e-05,7.56516666666667e-05,7.23026666666667e-05,8.06854761904762e-05,5.89338333333333e-05,7.96497619047619e-05,7.83092619047619e-05,7.16213333333333e-05,6.39533333333333e-05,6.07158333333333e-05,8.84316190476191e-05,8.1008119047619e-05,7.86796190476191e-05
2016-09-30,9.12605714285714e-05,7.82072857142857e-05,8.30530714285714e-05,6.47467142857143e-05,8.92084285714286e-05,8.4003e-05,7.17524761904762e-05,7.7119119047619e-05,5.80935238095238e-05,7.74407142857143e-05,7.57443333333333e-05,8.70969047619048e-05,6.1468880952381e-05,8.19964285714286e-05,8.25358333333333e-05,7.05024761904762e-05,6.37362857142857e-05,6.22691666666667e-05,8.86725714285714e-05,8.24915e-05,8.14593333333333e-05
2016-10-03,8.97653333333333e-05,7.74543333333333e-05,8.17798333333333e-05,6.31806666666667e-05,8.79746666666667e-05,8.27786666666667e-05,7.14099047619048e-05,7.64752619047619e-05,5.73897380952381e-05,7.6946880952381e-05,7.51070238095238e-05,8.60129047619048e-05,6.01290952380952e-05,8.09364523809524e-05,8.14948095238095e-05,6.90589047619048e-05,6.27395476190476e-05,6.09386904761905e-05,8.80984761904762e-05,8.14089047619048e-05,8.0468619047619e-05
2016-10-04,9.33324761904762e-05,7.96060714285714e-05,8.30485714285714e-05,6.45627142857143e-05,9.11804761904762e-05,8.47167142857143e-05,7.26872857142857e-05,7.72722857142857e-05,5.82563571428571e-05,7.88440714285714e-05,7.62963571428571e-05,8.64152857142857e-05,6.05698571428571e-05,8.21330714285714e-05,8.21528571428571e-05,6.95415714285714e-05,6.40402142857143e-05,6.16570714285714e-05,9.09144761904762e-05,8.31867142857143e-05,8.15015714285714e-05
2016-10-05,9.33309047619048e-05,7.95616428571429e-05,8.29885238095238e-05,6.44865714285714e-05,9.11938095238095e-05,8.46655e-05,7.33262857142857e-05,7.87827142857143e-05,5.78796428571429e-05,7.87017857142857e-05,7.6999e-05,8.9551619047619e-05,6.06668571428571e-05,8.17635476190476e-05,8.38365e-05,6.75165714285714e-05,6.41996428571429e-05,6.1191e-05,9.0943619047619e-05,8.3032e-05,8.2273e-05
2016-10-06,9.2228e-05,7.8282e-05,8.13135e-05,6.36775e-05,8.93575e-05,8.34335e-05,7.21084761904762e-05,7.74542142857143e-05,5.70382857142857e-05,7.69416904761905e-05,7.58599047619048e-05,8.84245714285714e-05,5.96624285714286e-05,7.98282857142857e-05,8.26343571428571e-05,6.69585714285714e-05,6.29877142857143e-05,6.03931428571429e-05,8.84004761904762e-05,8.13837619047619e-05,8.12126190476191e-05
2016-10-07,9.04034761904762e-05,7.80348095238095e-05,8.16753095238095e-05,6.29157142857143e-05,8.75922857142857e-05,8.27184285714286e-05,7.22364761904762e-05,7.80249761904762e-05,5.71617142857143e-05,7.64347857142857e-05,7.59084285714286e-05,9.00384761904762e-05,6.05457142857143e-05,7.93132857142857e-05,8.32459285714286e-05,6.69585714285714e-05,6.18749285714286e-05,6.02986428571429e-05,8.71365714285714e-05,8.04508571428571e-05,8.10632857142857e-05
2016-10-10,9.1764619047619e-05,7.95976666666667e-05,8.35715714285714e-05,6.43847857142857e-05,8.94355952380952e-05,8.43028333333333e-05,7.37153333333333e-05,7.9717e-05,5.84415e-05,7.81643333333333e-05,7.74471666666667e-05,9.19341428571429e-05,6.19665714285714e-05,8.12863571428571e-05,8.5022e-05,6.80192857142857e-05,6.33654285714286e-05,6.1647e-05,8.91584761904762e-05,8.22526666666667e-05,8.26583333333333e-05
2016-10-11,9.75762857142857e-05,8.48302857142857e-05,9.1015e-05,7.13046428571429e-05,9.49233571428571e-05,9.08353571428572e-05,7.84212857142857e-05,8.6479e-05,6.47456428571429e-05,8.30968571428571e-05,8.33663571428571e-05,0.000100785333333333,6.99936666666667e-05,8.84108333333333e-05,9.29633333333333e-05,7.52349047619048e-05,7.00170952380952e-05,6.89040952380952e-05,9.43269047619048e-05,8.84809047619048e-05,8.97359047619048e-05
2016-10-12,6.51464761904762e-05,5.58347142857143e-05,6.01371428571429e-05,4.1819119047619e-05,6.28224761904762e-05,6.01041190476191e-05,5.34955714285714e-05,6.05757142857143e-05,3.87179285714286e-05,5.45592142857143e-05,5.69889285714286e-05,7.42931428571429e-05,4.24912857142857e-05,5.81256428571429e-05,6.55782857142857e-05,4.85389047619048e-05,4.0885619047619e-05,4.13319047619048e-05,6.25784761904762e-05,5.8241619047619e-05,6.18239047619048e-05
2016-10-13,5.38373333333333e-05,4.60003333333333e-05,4.92606666666667e-05,4.00941666666667e-05,5.158e-05,4.94711666666667e-05,4.5029619047619e-05,5.13805238095238e-05,3.74631666666667e-05,4.46303571428571e-05,4.78867380952381e-05,6.46369047619048e-05,4.15823333333333e-05,4.68470714285714e-05,5.57930476190476e-05,4.89753333333333e-05,3.8736e-05,4.01213333333333e-05,5.16725714285714e-05,4.74157142857143e-05,5.20684761904762e-05
2016-10-14,4.43165714285714e-05,3.79674285714286e-05,4.11871428571429e-05,3.37055e-05,4.20341428571429e-05,3.95503571428571e-05,3.84619047619048e-05,4.45185238095238e-05,3.2825e-05,3.66940238095238e-05,3.96888095238095e-05,5.7802619047619e-05,3.5985e-05,3.8724119047619e-05,4.73390476190476e-05,4.7384e-05,3.27525e-05,3.40825e-05,4.2167619047619e-05,3.75655476190476e-05,4.18726190476191e-05
2016-10-17,4.00339047619048e-05,3.34727380952381e-05,3.55130476190476e-05,2.95609761904762e-05,3.77865952380952e-05,3.51079523809524e-05,3.37469047619048e-05,3.8560380952381e-05,2.84148095238095e-05,3.22362619047619e-05,3.50101190476191e-05,5.02894761904762e-05,3.05797619047619e-05,3.30964523809524e-05,4.14765238095238e-05,4.5027619047619e-05,2.86400238095238e-05,3.02307380952381e-05,3.79549047619048e-05,3.31590476190476e-05,3.73854761904762e-05
2016-10-18,4.14419047619048e-05,3.34136428571429e-05,3.76973333333333e-05,3.06831666666667e-05,3.90291666666667e-05,3.66422380952381e-05,3.28492857142857e-05,3.85265e-05,2.7184e-05,3.19495e-05,3.44326428571429e-05,5.36743333333333e-05,3.23966666666667e-05,3.50391666666667e-05,4.38896666666667e-05,4.43653333333333e-05,2.93218333333333e-05,3.07788333333333e-05,3.89903333333333e-05,3.43793333333333e-05,3.87649047619048e-05
2016-10-19,4.13523333333333e-05,3.32785e-05,3.76556666666667e-05,3.01435e-05,3.88525e-05,3.65776666666667e-05,3.29435714285714e-05,3.86170714285714e-05,2.69071428571429e-05,3.17386428571429e-05,3.46680714285714e-05,5.37339047619048e-05,3.24221428571429e-05,3.49856428571429e-05,4.40309047619048e-05,4.20822857142857e-05,2.83577857142857e-05,3.09896428571429e-05,3.86522857142857e-05,3.43141428571429e-05,3.90899047619048e-05
2016-10-20,3.08244761904762e-05,2.54050714285714e-05,3.00845952380952e-05,2.86292857142857e-05,2.83286904761905e-05,2.84350714285714e-05,2.73052857142857e-05,3.29652142857143e-05,2.60821428571429e-05,2.40809285714286e-05,2.87127857142857e-05,4.82896190476191e-05,3.13458571428571e-05,2.74262380952381e-05,3.81807142857143e-05,4.22425714285714e-05,2.71057142857143e-05,2.99836428571429e-05,2.83134761904762e-05,2.62889285714286e-05,3.28642857142857e-05
2016-10-21,2.7317619047619e-05,2.26885476190476e-05,2.75329047619048e-05,2.09867380952381e-05,2.48681666666667e-05,2.55956904761905e-05,2.5428619047619e-05,3.14027619047619e-05,2.06455952380952e-05,2.17011666666667e-05,2.65519761904762e-05,4.71864761904762e-05,2.66648095238095e-05,2.54556666666667e-05,3.61850476190476e-05,2.66144761904762e-05,2.02033333333333e-05,2.3877880952381e-05,2.52963333333333e-05,2.35381666666667e-05,3.05719047619048e-05
2016-10-24,2.95042857142857e-05,2.36815e-05,2.87084285714286e-05,2.28056428571429e-05,2.62545e-05,2.64723571428571e-05,2.53103333333333e-05,3.16796666666667e-05,2.14333333333333e-05,2.2271e-05,2.64211666666667e-05,4.77024761904762e-05,2.7625380952381e-05,2.6174e-05,3.6417619047619e-05,2.81249047619048e-05,2.13525e-05,2.45715952380952e-05,2.6169e-05,2.40385e-05,3.04319047619048e-05
2016-10-25,2.9127619047619e-05,2.29104285714286e-05,2.63154523809524e-05,2.17591904761905e-05,2.52564047619048e-05,2.50105e-05,2.41841428571429e-05,2.88169285714286e-05,2.00312857142857e-05,2.11388571428571e-05,2.4598e-05,4.1664619047619e-05,2.43090238095238e-05,2.39342380952381e-05,3.23945e-05,2.64289047619048e-05,2.00705476190476e-05,2.2424e-05,2.53594761904762e-05,2.25205e-05,2.7782e-05
2016-10-27,2.80071428571429e-05,2.14845714285714e-05,2.49022142857143e-05,2.16704285714286e-05,2.51275714285714e-05,2.33517142857143e-05,2.26892857142857e-05,2.72853571428571e-05,1.96527142857143e-05,2.05787857142857e-05,2.29633571428571e-05,4.01049047619048e-05,2.39753095238095e-05,2.34410238095238e-05,3.06999047619048e-05,2.66426190476191e-05,2.03895476190476e-05,2.18968095238095e-05,2.5835619047619e-05,2.17395238095238e-05,2.60359047619048e-05
2016-10-28,2.81845714285714e-05,2.11633571428571e-05,2.4035e-05,2.24170714285714e-05,2.54007142857143e-05,2.22172857142857e-05,2.19872857142857e-05,2.6018e-05,1.97128571428571e-05,2.03040714285714e-05,2.17054285714286e-05,3.80713333333333e-05,2.3447e-05,2.25918333333333e-05,2.89238333333333e-05,2.82315714285714e-05,2.12972142857143e-05,2.07657857142857e-05,2.62184761904762e-05,2.05601904761905e-05,2.47444761904762e-05
2016-11-01,2.9124e-05,2.09105e-05,2.2821e-05,2.66445e-05,2.6369e-05,2.1953e-05,2.08183333333333e-05,2.37851666666667e-05,2.26175e-05,2.00103333333333e-05,2.04628333333333e-05,3.43439047619048e-05,2.63486428571429e-05,2.12720238095238e-05,2.65470238095238e-05,3.40442857142857e-05,2.57627142857143e-05,2.38697142857143e-05,2.7215619047619e-05,2.0252619047619e-05,2.3423619047619e-05
2016-11-02,2.93864761904762e-05,1.93625238095238e-05,2.03163333333333e-05,2.60156428571429e-05,2.47485238095238e-05,2.11923095238095e-05,1.61384761904762e-05,1.75336666666667e-05,1.97878571428571e-05,1.67149761904762e-05,1.69601904761905e-05,2.62393333333333e-05,2.23955e-05,1.71691666666667e-05,2.16436666666667e-05,3.24551428571429e-05,2.35598571428571e-05,2.19096428571429e-05,2.52584761904762e-05,1.75136904761905e-05,2.10064761904762e-05
2016-11-03,2.99579047619048e-05,1.93596666666667e-05,2.11144285714286e-05,2.54732619047619e-05,2.43528095238095e-05,2.17151666666667e-05,1.60493333333333e-05,1.7632e-05,1.94066666666667e-05,1.63428333333333e-05,1.69993333333333e-05,2.72365714285714e-05,2.20785714285714e-05,1.70458571428571e-05,2.2326e-05,3.13169047619048e-05,2.23245238095238e-05,2.15931666666667e-05,2.3962619047619e-05,1.73268333333333e-05,2.14653333333333e-05
2016-11-04,2.6677619047619e-05,1.73473571428571e-05,2.07126904761905e-05,2.44703571428571e-05,2.10296428571429e-05,2.02090238095238e-05,1.48295714285714e-05,1.73945714285714e-05,1.87870714285714e-05,1.42994285714286e-05,1.60740714285714e-05,2.71929047619048e-05,2.19530714285714e-05,1.66359285714286e-05,2.21407380952381e-05,3.10115714285714e-05,2.13099285714286e-05,2.11330714285714e-05,2.05975714285714e-05,1.58014285714286e-05,2.07739047619048e-05
2016-11-07,4.84914761904762e-05,4.03105714285714e-05,4.50448095238095e-05,4.45355714285714e-05,3.88189285714286e-05,4.41336666666667e-05,3.80212857142857e-05,4.08875714285714e-05,3.95427857142857e-05,3.33432142857143e-05,4.0141e-05,4.97494761904762e-05,4.35420714285714e-05,3.71644285714286e-05,4.64103333333333e-05,4.93312857142857e-05,3.77917142857143e-05,4.2722e-05,3.50022857142857e-05,3.56735e-05,4.57393333333333e-05
